,RHLPS_1,RHLPS_2,RHLPS_3,RHLPS_4,RH_1,RH_2,RH_3,RH_4
TGME49_313050,39,65,49,45,39,62,41,31
TGME49_313055,1,1,0,1,1,5,1,1
TGME49_313060,2707,3494,2184,2678,2707,3432,2351,2324
TGME49_313070,851,1131,595,867,851,947,764,756
TGME49_313080,3344,4421,2523,3331,3344,4041,3036,3084
TGME49_313090,491,499,290,389,491,473,367,314
TGME49_313100,995,1218,673,930,995,1113,827,843
TGME49_313110,1355,1590,1010,1348,1355,1568,1142,1125
TGME49_313120,559,756,380,484,559,621,422,414
TGME49_313130,773,1058,556,755,773,951,614,608
TGME49_313140,2537,3154,1907,2364,2537,2915,2179,2013
TGME49_313150,1107,1606,906,1152,1107,1531,1111,974
TGME49_313160,588,703,387,531,588,672,476,442
TGME49_313170,0,0,0,0,0,0,0,0
TGME49_313180,8787,10469,5811,8570,8787,9822,6893,7538
TGME49_313190,872,1149,652,863,872,1073,820,791
TGME49_313200,461,456,282,421,461,368,385,366
TGME49_313210,51,58,19,35,51,54,28,36
TGME49_313220,8,18,5,5,8,14,4,6
TGME49_313230,4247,4896,2728,3442,4247,4237,3117,3035
TGME49_313235,1,0,1,1,1,2,1,0
TGME49_313240,1158,1544,724,1035,1158,1375,912,868
TGME49_313250,9,10,5,7,9,9,5,3
TGME49_313270,3566,4135,2418,3821,3566,3724,3007,2901
TGME49_313273,447,719,312,502,447,620,406,378
TGME49_313277,207,293,166,205,207,286,177,180
TGME49_313280,870,1035,514,710,870,935,688,630
TGME49_313290,1877,2507,1491,1877,1877,2492,1690,1599
TGME49_313300,1035,1154,724,1069,1035,1084,912,935
TGME49_313305,1,0,0,0,1,0,0,0
TGME49_313310,1217,1604,964,1293,1217,1636,1074,1102
TGME49_313318,4,12,0,4,4,10,0,5
TGME49_313322,4,6,1,2,4,5,0,2
TGME49_313330,1223,1862,835,1356,1223,1796,983,1126
TGME49_313340,3671,4324,2579,3795,3671,4037,3169,3291
TGME49_313350,1460,1858,985,1432,1460,1729,1208,1177
TGME49_313360,1235,1500,907,1318,1235,1362,1025,1137
TGME49_313370,2752,3077,1834,3128,2752,2864,2257,2616
TGME49_313380,8571,12108,8214,9772,8571,11476,8935,8532
TGME49_313385,270,324,249,276,270,314,239,222
TGME49_313390,19718,23470,11958,17087,19718,21381,13280,14708
TGME49_313400,2311,2790,1558,2242,2311,2490,1802,1751
TGME49_313410,2343,2853,1541,2268,2343,2610,1918,1966
TGME49_313418,88,98,49,72,88,123,69,74
TGME49_313422,683,951,545,732,683,862,636,619
TGME49_313430,2589,2960,1584,2536,2589,2740,2010,2281
TGME49_313440,7841,10472,6265,8916,7841,10303,7386,7463
TGME49_313445,824,1066,403,800,824,1027,489,599
TGME49_313450,289,361,219,277,289,347,267,264
TGME49_313460,0,0,0,0,0,0,0,0
TGME49_313470,662,691,456,614,662,664,523,556
TGME49_313475,82,84,55,79,82,82,77,60
TGME49_313480,1333,1887,1134,1578,1333,1713,1325,1295
TGME49_313495,643,717,390,637,643,614,522,511
TGME49_313510,82,36,40,46,82,39,52,52
TGME49_313520,268,329,183,247,268,309,213,205
TGME49_313530,470,494,302,327,470,457,339,325
TGME49_313540,3670,4560,2388,3369,3670,4053,2862,2940
TGME49_313550,1214,1559,978,1195,1214,1393,1097,1075
TGME49_313560,1839,2291,1253,1552,1839,2140,1455,1379
TGME49_313570,1236,1440,1083,1347,1236,1263,1190,1126
TGME49_313580,412,436,266,379,412,409,295,338
TGME49_313590,1608,2167,1158,1616,1608,2009,1457,1444
TGME49_313600,1377,1798,1251,1603,1377,1663,1447,1401
TGME49_313630,2029,2020,1167,2138,2029,1770,1856,1830
TGME49_313640,6339,8240,4584,6151,6339,7071,5428,5482
TGME49_313650,11,5,1,2,11,3,1,4
TGME49_313660,470,711,281,437,470,594,367,325
TGME49_313665,627,882,471,633,627,757,600,547
TGME49_313670,2143,2580,1510,2143,2143,2286,1765,1839
TGME49_313673,225,233,156,242,225,183,162,206
TGME49_313677,9,14,4,3,9,5,8,6
TGME49_313680,2549,3071,1550,2488,2549,2959,1912,2146
TGME49_313690,2143,2459,1444,1895,2143,2131,1704,1514
TGME49_313700,467,538,261,408,467,468,336,347
TGME49_313710,633,508,364,489,633,468,424,389
TGME49_313725,3,11,5,4,3,2,3,5
TGME49_313740,1,0,1,0,1,0,0,0
TGME49_313750,583,803,408,559,583,712,426,496
TGME49_313760,5007,6462,3865,5220,5007,5981,4642,4546
TGME49_313770,591,666,403,542,591,607,476,475
TGME49_313775,1,1,1,1,1,2,2,1
TGME49_313780,2101,3120,1909,2894,2101,3031,2153,2517
TGME49_313790,682,737,459,659,682,645,558,585
TGME49_313800,0,0,0,0,0,0,0,0
TGME49_313810,1789,2491,1196,1576,1789,2309,1348,1398
TGME49_313820,1149,1509,829,1190,1149,1369,946,1080
TGME49_313830,1227,1427,648,936,1227,1288,820,782
TGME49_313840,21,28,11,17,21,28,8,25
TGME49_313848,22,37,18,24,22,23,24,13
TGME49_313852,87,131,72,93,87,103,102,81
TGME49_313860,1979,2305,1336,2047,1979,2120,1708,1827
TGME49_313870,1778,2080,1058,1695,1778,1889,1389,1474
TGME49_313880,1663,1984,823,1261,1663,1801,1003,1139
TGME49_313890,101,132,49,105,101,105,67,127
TGME49_313900,2305,2432,1489,2170,2305,2089,1898,1987
TGME49_313910,25217,33884,21546,27997,25217,34368,25671,24792
TGME49_313930,2186,2369,1232,1683,2186,2284,1566,1548
TGME49_313940,13,35,3,13,13,14,1,13
TGME49_313950,54,78,43,64,54,59,45,37
TGME49_313960,617,751,444,540,617,731,490,489
TGME49_313970,582,712,379,521,582,689,437,396
TGME49_313980,223,274,128,173,223,249,158,168
TGME49_313990,692,817,431,624,692,806,559,486
TGME49_314000,1199,1584,764,1209,1199,1438,981,1030
TGME49_314020,2477,3013,1570,2353,2477,2636,2014,1943
TGME49_314030,444,498,314,409,444,446,369,334
TGME49_314038,364,358,200,316,364,322,250,259
TGME49_314042,378,511,288,425,378,444,357,339
TGME49_314055,7,16,3,4,7,7,4,2
TGME49_314070,1255,1677,1077,1272,1255,1632,1298,1078
TGME49_314080,4228,5597,3486,4289,4228,5510,3898,3746
TGME49_314090,1419,1648,978,1176,1419,1520,1084,1010
TGME49_314100,2690,3082,1717,2221,2690,2860,1916,2020
TGME49_314110,907,1300,620,1041,907,1216,762,849
TGME49_314220,1701,1721,964,1582,1701,1679,1197,1414
TGME49_314240,2185,2676,1458,2064,2185,2571,1798,1749
TGME49_314250,41,168,203,143,41,175,239,102
TGME49_314260,5079,5357,3402,4965,5079,4884,4054,4485
TGME49_314265,456,498,299,449,456,453,352,396
TGME49_314267,62,79,34,66,62,73,36,51
TGME49_314270,451,504,279,382,451,533,345,335
TGME49_314280,731,1008,485,694,731,941,540,537
TGME49_314295,355,474,296,367,355,483,341,288
TGME49_314310,1137,1996,1523,1615,1137,1888,1757,1377
TGME49_314320,467,541,265,430,467,437,330,401
TGME49_314330,353,430,228,364,353,385,313,311
TGME49_314340,109,106,63,98,109,79,74,93
TGME49_314350,53,53,43,64,53,56,56,55
TGME49_314358,220,271,235,284,220,228,261,275
TGME49_314362,85,124,60,120,85,80,68,89
TGME49_314370,123,98,60,125,123,104,78,80
TGME49_314390,1041,1078,679,937,1041,1029,856,847
TGME49_314400,4115,4971,2825,3616,4115,4526,3468,3296
TGME49_314410,2772,3011,1691,2444,2772,2869,1980,2143
TGME49_314415,701,967,582,706,701,869,690,580
TGME49_314418,727,598,375,519,727,591,429,472
TGME49_314422,247,294,182,208,247,232,191,238
TGME49_314430,14205,19623,10225,14987,14205,18506,12404,13087
TGME49_314440,0,0,0,0,0,0,0,0
TGME49_314450,7447,10412,6158,8507,7447,10267,7216,6992
TGME49_314460,327,470,234,314,327,419,285,269
TGME49_314470,473,611,313,415,473,563,390,356
TGME49_314480,949,1141,541,781,949,978,687,635
TGME49_314482,1,3,0,1,1,2,0,0
TGME49_314485,6,7,4,7,6,12,11,8
TGME49_314487,8,5,6,2,8,1,6,1
TGME49_314490,0,3,1,2,0,0,1,1
TGME49_314500,11853,12888,7900,11008,11853,12476,10084,9628
TGME49_314515,387,478,253,359,387,447,302,310
TGME49_314530,649,771,512,768,649,809,649,612
TGME49_314540,1048,1225,660,902,1048,1138,870,799
TGME49_314550,1730,2204,1217,1629,1730,2149,1288,1476
TGME49_314560,231,145,81,120,231,164,122,122
TGME49_314570,976,775,447,673,976,709,559,608
TGME49_314650,873,741,441,749,873,731,570,615
TGME49_314660,2952,3744,1769,2556,2952,3581,2187,2194
TGME49_314670,12,28,1,7,12,39,2,5
TGME49_314680,366,502,204,317,366,494,241,282
TGME49_314690,505,604,257,443,505,624,307,399
TGME49_314695,1255,2117,931,1366,1255,2113,1092,1230
TGME49_314700,5992,7845,4418,6058,5992,7640,5396,5408
TGME49_314710,1323,1810,944,1207,1323,1627,1121,1137
TGME49_314715,0,0,0,1,0,1,0,0
TGME49_314720,576,667,426,506,576,579,471,448
TGME49_314730,1002,1171,662,810,1002,977,754,762
TGME49_314740,2160,2822,1538,2086,2160,2575,1920,1736
TGME49_314750,537,648,367,441,537,541,412,349
TGME49_314760,89,114,53,63,89,99,72,65
TGME49_314770,238,326,160,208,238,290,226,178
TGME49_314780,3136,3621,2525,3076,3136,3148,2962,2700
TGME49_314790,1335,1532,903,1217,1335,1392,1066,1076
TGME49_314800,759,902,502,714,759,851,639,645
TGME49_314810,14814,17820,8893,11891,14814,16254,10119,10541
TGME49_314820,1012,1114,734,827,1012,1107,726,786
TGME49_314830,1395,1711,1007,1267,1395,1533,1184,1042
TGME49_314840,1453,1710,966,1779,1453,1446,1182,1461
TGME49_314850,1931,2087,1299,1872,1931,1845,1551,1616
TGME49_314860,1852,2152,1211,1708,1852,1995,1368,1303
TGME49_314875,2158,2317,1313,1905,2158,2058,1598,1668
TGME49_314885,79,35,29,45,79,32,45,35
TGME49_314890,812,916,473,719,812,728,614,647
TGME49_314900,2483,2792,1665,2409,2483,2488,1893,2094
TGME49_314910,885,1240,678,903,885,1168,818,828
TGME49_314920,744,938,462,676,744,788,603,611
TGME49_314955,444,533,293,400,444,539,430,382
TGME49_314970,2233,3121,1793,2459,2233,2919,2066,2009
TGME49_315080,2509,2924,1552,2165,2509,2653,1888,2021
TGME49_315090,0,2,0,0,0,0,0,0
TGME49_315100,18,50,5,19,18,46,4,8
TGME49_315110,1207,1614,860,1154,1207,1459,1000,1025
TGME49_315120,843,1055,517,694,843,974,642,587
TGME49_315123,124,264,45,108,124,241,50,112
TGME49_315127,3,5,1,2,3,0,3,7
TGME49_315130,1343,1663,1074,1374,1343,1596,1241,1099
TGME49_315140,947,1126,576,900,947,1162,710,794
TGME49_315150,1632,2058,1149,1683,1632,1854,1342,1488
TGME49_315160,2412,2739,1631,2296,2412,2589,1891,1965
TGME49_315165,87,89,46,56,87,93,61,76
TGME49_315170,530,686,293,462,530,579,350,427
TGME49_315190,2677,3437,2031,3368,2677,3317,2618,2977
TGME49_315200,1,1,1,2,1,3,0,1
TGME49_315210,8381,7086,4782,7310,8381,6373,5734,6777
TGME49_315220,3968,3904,2560,3816,3968,3538,2942,3442
TGME49_315230,371,516,242,331,371,486,313,308
TGME49_315240,15,36,4,9,15,24,1,5
TGME49_315250,930,1149,609,787,930,984,651,703
TGME49_315260,497,662,309,424,497,569,378,407
TGME49_315270,3805,4781,3176,3567,3805,4598,3644,3326
TGME49_315280,676,626,473,743,676,491,502,568
TGME49_315290,4774,5773,3719,5053,4774,5510,4476,4230
TGME49_315300,690,783,442,635,690,720,493,516
TGME49_315310,1689,2390,1194,1621,1689,2226,1375,1453
TGME49_315320,10266,14336,7831,9747,10266,12968,9114,8573
TGME49_315330,37,46,19,35,37,29,18,31
TGME49_315340,0,7,7,3,0,5,8,3
TGME49_315345,2,9,7,7,2,6,11,0
TGME49_315350,8,8,5,3,8,2,7,6
TGME49_315360,752,699,434,791,752,575,507,667
TGME49_315370,1,0,1,1,1,0,0,2
TGME49_315380,0,1,0,0,0,3,1,5
TGME49_315390,0,1,0,0,0,0,0,0
TGME49_315400,1,0,0,1,1,1,1,0
TGME49_315410,58,82,62,51,58,87,67,56
TGME49_315420,819,980,576,722,819,847,708,657
TGME49_315440,3266,5013,2382,3727,3266,4675,2984,3268
TGME49_315450,8,18,9,11,8,12,4,6
TGME49_315460,461,609,285,470,461,487,391,384
TGME49_315465,36,48,30,32,36,45,29,48
TGME49_315470,3250,3217,2017,3343,3250,3180,2521,3007
TGME49_315480,5,6,2,7,5,3,1,2
TGME49_315490,3431,3458,2274,3648,3431,3184,2636,3262
TGME49_315495,1,1,1,0,1,2,3,1
TGME49_315500,761,853,534,884,761,775,537,754
TGME49_315510,1093,1619,1040,1604,1093,1584,1228,1346
TGME49_315520,84,158,125,103,84,144,120,85
TGME49_315530,3109,3303,2253,2790,3109,2895,2613,2395
TGME49_315540,0,3,0,1,0,0,0,0
TGME49_315550,3,1,1,0,3,0,0,0
TGME49_315560,3,11,6,2,3,4,6,3
TGME49_315570,39,41,30,35,39,27,18,19
TGME49_315580,1656,1947,1191,1952,1656,1744,1363,1602
TGME49_315590,1469,1793,1059,1402,1469,1755,1250,1294
TGME49_315600,1155,1240,707,1019,1155,1088,922,844
TGME49_315610,7210,10078,6654,8579,7210,9774,7401,7119
TGME49_315620,2026,2593,1434,2196,2026,2323,1790,1783
TGME49_315630,10,8,6,4,10,9,6,7
TGME49_315640,1205,1552,721,1060,1205,1326,910,923
TGME49_315650,0,0,1,0,0,0,0,0
TGME49_315660,461,445,217,320,461,390,337,325
TGME49_315670,1414,1904,1233,1482,1414,1745,1592,1185
TGME49_315680,938,1049,600,868,938,905,769,711
TGME49_315690,612,659,409,501,612,536,439,436
TGME49_315700,1177,1338,981,1198,1177,1239,1051,901
TGME49_315705,34,35,17,39,34,44,18,39
TGME49_315710,1005,1283,735,992,1005,1225,875,848
TGME49_315715,16,10,3,12,16,14,4,8
TGME49_315720,643,630,403,568,643,636,497,507
TGME49_315730,28,41,16,35,28,26,18,29
TGME49_315740,72,100,60,87,72,70,48,73
TGME49_315750,2006,3207,2039,2460,2006,3048,2172,1834
TGME49_315760,3369,4349,2568,3799,3369,4235,3212,3213
TGME49_315770,2954,3314,1936,2951,2954,3095,2338,2596
TGME49_315780,1409,1966,1152,1494,1409,1851,1270,1366
TGME49_315798,21,44,25,33,21,38,35,27
TGME49_315802,5,8,1,6,5,8,4,2
TGME49_315810,1037,1400,801,1035,1037,1253,1004,910
TGME49_315820,1331,1283,810,978,1331,1288,941,894
TGME49_315830,49,44,25,32,49,40,32,43
TGME49_315845,38,41,18,15,38,24,14,16
TGME49_315855,0,0,0,0,0,0,0,0
TGME49_315860,1268,1364,749,1387,1268,1151,952,1180
TGME49_315885,1600,1686,1018,1380,1600,1392,1253,1309
TGME49_315900,833,1129,440,720,833,999,506,646
TGME49_315910,1019,1279,769,1053,1019,1265,915,941
TGME49_315920,443,582,313,379,443,543,323,320
TGME49_315930,2153,2668,1431,1895,2153,2480,1711,1627
TGME49_315940,1743,2326,1346,1789,1743,2123,1557,1553
TGME49_315950,4918,6513,4351,6275,4918,6191,5155,5069
TGME49_315958,415,573,336,398,415,538,360,391
TGME49_315962,88,109,38,70,88,123,40,53
TGME49_315970,5,3,1,2,5,5,4,0
TGME49_315980,897,1264,746,980,897,1209,928,821
TGME49_316090,485,666,287,452,485,582,380,395
TGME49_316100,643,861,453,594,643,886,582,551
TGME49_316110,244,276,134,224,244,239,161,212
TGME49_316120,120,119,98,87,120,74,107,69
TGME49_316130,27,35,8,17,27,22,13,9
TGME49_316140,1645,2015,1138,1384,1645,1853,1328,1218
TGME49_316150,1401,1466,920,1276,1401,1429,1105,1095
TGME49_316180,1012,1216,687,949,1012,1121,793,795
TGME49_316190,6,9,1,3,6,3,1,4
TGME49_316200,1330,1724,1002,1411,1330,1550,1153,1114
TGME49_316210,160,195,103,156,160,182,101,127
TGME49_316220,376,546,305,413,376,553,344,308
TGME49_316230,704,740,464,763,704,668,597,645
TGME49_316235,136,137,79,146,136,124,134,103
TGME49_316240,822,943,508,823,822,831,629,734
TGME49_316250,7716,10505,5490,8572,7716,10945,6328,7350
TGME49_316255,1589,2131,1143,1504,1589,1931,1288,1357
TGME49_316260,3546,2922,2140,3098,3546,2730,2616,2736
TGME49_316270,505,473,359,501,505,426,387,424
TGME49_316280,1897,1856,1240,1808,1897,1921,1532,1683
TGME49_316290,211,404,170,238,211,389,208,203
TGME49_316300,726,866,463,661,726,715,552,643
TGME49_316310,12431,15822,9202,12257,12431,15318,10623,10860
TGME49_316320,0,6,1,0,0,6,0,2
TGME49_316330,2539,3794,2011,2650,2539,3563,2230,2361
TGME49_316340,14617,22395,14757,16892,14617,20632,16181,14264
TGME49_316350,658,784,426,549,658,751,493,503
TGME49_316360,707,849,434,617,707,778,580,535
TGME49_316370,11,14,13,15,11,16,13,6
TGME49_316380,0,2,3,1,0,1,1,1
TGME49_316390,0,1,0,0,0,0,1,0
TGME49_316400,16704,18583,12655,17383,16704,16500,14261,14528
TGME49_316410,2,2,0,0,2,2,1,2
TGME49_316420,0,1,1,2,0,0,1,1
TGME49_316430,2141,2120,1359,1906,2141,2058,1807,1748
TGME49_316450,1731,2133,1188,1532,1731,1961,1452,1412
TGME49_316460,0,0,0,0,0,0,0,0
TGME49_316470,868,886,553,733,868,877,702,640
TGME49_316480,449,631,323,481,449,525,372,475
TGME49_316490,250,345,179,250,250,259,220,245
TGME49_316500,0,0,0,0,0,0,0,0
TGME49_316510,9592,11437,6247,9809,9592,10056,8468,9096
TGME49_316520,1472,1660,963,1314,1472,1632,1223,1147
TGME49_316530,793,1016,546,750,793,955,635,645
TGME49_316540,1133,1391,896,1362,1133,1238,1084,1240
TGME49_316550,3,13,8,5,3,9,3,1
TGME49_316560,32,82,1,33,32,75,3,25
TGME49_316570,2957,3401,1842,2652,2957,3207,2206,2236
TGME49_316580,8,8,6,6,8,7,4,4
TGME49_316590,0,0,0,0,0,0,0,0
TGME49_316600,4802,5890,3217,4682,4802,5381,3680,4150
TGME49_316610,687,851,481,800,687,888,653,631
TGME49_316620,955,1209,592,938,955,1105,676,808
TGME49_316635,80,94,49,80,80,77,50,50
TGME49_316650,889,1116,677,988,889,1017,843,868
TGME49_316660,3515,4411,2364,3334,3515,4128,2793,2898
TGME49_316670,91,162,61,108,91,121,68,79
TGME49_316680,3512,4445,2012,3637,3512,4073,2401,2950
TGME49_316690,6,23,4,9,6,23,0,6
TGME49_316700,559,498,347,412,559,402,401,352
TGME49_316710,3584,4449,2558,3373,3584,4376,2896,3066
TGME49_316730,4144,4023,2689,3889,4144,3678,3382,3313
TGME49_316750,871,908,569,787,871,828,748,670
TGME49_316760,720,903,502,701,720,787,669,613
TGME49_316770,916,1171,586,840,916,1025,757,694
TGME49_316780,0,0,0,0,0,0,0,0
TGME49_316890,12,12,2,6,12,9,4,6
TGME49_316900,1263,1285,800,975,1263,1199,918,885
TGME49_317705,532,529,641,759,532,534,723,715
TGME49_317720,6025,6471,3641,4734,6025,5835,4357,4279
TGME49_317820,0,0,0,0,0,0,0,0
TGME49_317830,0,2,1,0,0,0,0,0
TGME49_318120,15,23,12,18,15,17,19,9
TGME49_318130,2,2,4,3,2,4,0,1
TGME49_318140,1346,1650,885,1286,1346,1484,1067,1118
TGME49_318150,1516,2006,977,1449,1516,1847,1190,1265
TGME49_318160,4078,4888,3105,4114,4078,4486,3607,3547
TGME49_318170,1403,1979,822,1476,1403,1835,949,1247
TGME49_318180,1,4,3,2,1,3,3,5
TGME49_318190,1129,1251,788,1146,1129,1153,1071,952
TGME49_318210,986,1236,808,1026,986,1180,911,811
TGME49_318220,3,10,1,7,3,13,2,4
TGME49_318230,4025,4973,2712,3795,4025,4339,3261,3413
TGME49_318240,25,45,29,36,25,45,26,33
TGME49_318260,928,1092,674,853,928,1004,774,700
TGME49_318275,131,187,98,151,131,142,153,126
TGME49_318290,685,602,354,531,685,552,393,434
TGME49_318300,558,606,334,487,558,514,415,399
TGME49_318310,2385,2969,1570,2034,2385,2572,1774,1839
TGME49_318320,829,968,465,680,829,918,577,613
TGME49_318330,1122,1353,715,1003,1122,1134,813,943
TGME49_318340,449,555,386,442,449,476,448,391
TGME49_318350,3548,3959,2414,3518,3548,3754,3097,2733
TGME49_318360,962,1459,708,1027,962,1416,819,882
TGME49_318370,556,653,470,592,556,649,608,547
TGME49_318380,1048,1049,646,1010,1048,922,782,862
TGME49_318390,2680,2281,1621,2583,2680,2062,2041,2086
TGME49_318400,3502,3635,2164,3072,3502,3367,2694,2641
TGME49_318410,1783,2093,1259,1582,1783,1857,1419,1421
TGME49_318420,677,842,485,605,677,844,603,529
TGME49_318430,2271,2357,1507,1980,2271,2094,1651,1689
TGME49_318440,5891,8004,4526,6254,5891,7396,5556,5107
TGME49_318450,19,49,13,16,19,45,14,17
TGME49_318460,1396,1665,1066,1386,1396,1540,1291,1229
TGME49_318470,1558,1672,1431,2496,1558,1519,1731,2077
TGME49_318480,1235,1305,751,1010,1235,1116,950,944
TGME49_318490,654,690,458,525,654,625,491,480
TGME49_318500,53,72,45,59,53,73,47,51
TGME49_318510,972,1111,672,869,972,1088,756,791
TGME49_318525,1355,1555,1141,1911,1355,1591,1321,1659
TGME49_318540,1,3,4,4,1,3,3,0
TGME49_318550,542,602,438,567,542,511,491,461
TGME49_318560,835,680,432,655,835,656,562,588
TGME49_318570,1293,1716,938,1318,1293,1630,1004,1134
TGME49_318575,397,509,268,361,397,516,331,354
TGME49_318580,1462,1831,968,1453,1462,1523,1254,1221
TGME49_318590,747,992,436,634,747,1059,561,594
TGME49_318600,1228,1457,813,1131,1228,1397,959,1023
TGME49_318610,214,333,154,273,214,259,212,201
TGME49_318615,1,1,0,2,1,1,0,0
TGME49_318620,1633,2283,1150,1453,1633,2159,1368,1321
TGME49_318632,7,12,1,7,7,4,1,6
TGME49_318640,370,476,282,372,370,410,361,337
TGME49_318650,3585,4310,2884,3779,3585,3943,3163,3300
TGME49_318660,4339,6108,3657,4722,4339,5727,4375,4196
TGME49_318675,89,131,101,129,89,144,115,101
TGME49_318690,384,485,332,426,384,516,373,355
TGME49_318700,2299,2992,1507,2095,2299,2839,1737,1762
TGME49_318710,1240,1346,739,1043,1240,1235,872,878
TGME49_318720,808,956,588,726,808,871,740,648
TGME49_318730,1452,1720,1002,1375,1452,1511,1192,1153
TGME49_318738,3,3,3,1,3,4,1,0
TGME49_318742,24,25,12,17,24,25,14,24
TGME49_318750,1141,986,662,743,1141,885,748,761
TGME49_318760,948,846,566,747,948,769,646,675
TGME49_318770,550,646,367,564,550,583,464,502
TGME49_318880,254,344,265,332,254,260,252,297
TGME49_319090,104,199,119,173,104,198,154,130
TGME49_319300,1614,1971,1022,1454,1614,1757,1221,1224
TGME49_319308,1090,1414,819,1061,1090,1172,948,927
TGME49_319312,424,352,263,346,424,266,315,284
TGME49_319320,1095,970,546,946,1095,749,658,849
TGME49_319330,2,4,0,0,2,7,0,1
TGME49_319340,13913,19364,10013,14139,13913,18338,12436,12571
TGME49_319350,4287,5028,3118,3872,4287,4626,3537,3320
TGME49_319360,398,592,405,413,398,609,446,344
TGME49_319370,431,499,333,508,431,419,405,417
TGME49_319380,120,111,73,150,120,97,100,116
TGME49_319390,2,5,3,2,2,9,2,0
TGME49_319500,2001,2290,1299,2027,2001,2231,1679,1666
TGME49_319510,1044,1433,794,1012,1044,1317,896,916
TGME49_319520,112,159,28,55,112,155,49,43
TGME49_319530,4864,5776,3124,4478,4864,5141,3791,3751
TGME49_319540,806,797,542,709,806,748,612,646
TGME49_319550,3429,4635,2626,3338,3429,4164,3244,2936
TGME49_319560,8146,13140,10301,10687,8146,12535,10957,8873
TGME49_319570,1717,2265,1270,1587,1717,2113,1382,1312
TGME49_319580,416,409,291,398,416,375,332,303
TGME49_319590,534,463,363,441,534,430,447,383
TGME49_319600,567,610,381,696,567,604,445,572
TGME49_319610,2356,2677,1559,2449,2356,2419,2021,1992
TGME49_319620,1465,2052,1005,1561,1465,1873,1279,1382
TGME49_319630,21,16,11,15,21,18,13,15
TGME49_319640,6456,8518,4114,6513,6456,8382,4969,5688
TGME49_319650,943,1320,561,823,943,1180,684,723
TGME49_319658,710,916,529,697,710,855,593,616
TGME49_319662,526,563,272,426,526,469,331,406
TGME49_319670,976,1098,631,870,976,1087,788,783
TGME49_319680,2,3,1,3,2,3,1,0
TGME49_319690,1,0,2,1,1,5,2,0
TGME49_319695,152,168,106,124,152,156,139,105
TGME49_319700,23,29,9,13,23,29,11,10
TGME49_319710,595,570,386,684,595,563,447,567
TGME49_319720,238,224,178,270,238,194,199,214
TGME49_319730,1083,1374,645,936,1083,1191,838,791
TGME49_319740,949,849,517,727,949,703,563,527
TGME49_319850,3449,4109,2699,3468,3449,3702,3128,3004
TGME49_319860,1198,1053,698,972,1198,784,926,882
TGME49_319870,4299,4952,2912,4028,4299,4537,3431,3600
TGME49_319880,1552,1748,966,1380,1552,1701,1154,1325
TGME49_319890,38,177,67,62,38,135,74,58
TGME49_319900,2002,2560,1834,2526,2002,2483,2212,2113
TGME49_319910,664,520,363,449,664,496,461,449
TGME49_319920,2378,3127,1910,2401,2378,2871,2113,2108
TGME49_319930,1589,1747,1072,1538,1589,1703,1316,1330
TGME49_319935,0,0,0,0,0,0,0,0
TGME49_319940,515,587,346,488,515,600,432,405
TGME49_319950,822,1070,598,758,822,951,635,690
TGME49_319960,45,54,35,41,45,56,34,34
TGME49_319970,1,4,1,2,1,2,1,2
TGME49_319980,1,2,0,0,1,1,2,4
TGME49_319988,2,4,2,2,2,2,2,1
TGME49_319992,42,42,40,71,42,33,45,45
TGME49_320000,857,914,530,749,857,774,634,680
TGME49_320005,580,683,345,494,580,608,471,407
TGME49_320010,1918,2309,1275,1834,1918,2150,1585,1500
TGME49_320015,544,704,344,416,544,618,378,417
TGME49_320020,8200,9427,4480,6929,8200,8016,5540,6054
TGME49_320030,1577,2021,1367,1989,1577,1978,1460,1709
TGME49_320040,323,439,254,280,323,419,290,295
TGME49_320050,32228,36560,19714,27789,32228,32906,23366,24281
TGME49_320060,1306,1501,758,1192,1306,1443,979,958
TGME49_320070,1475,1908,1148,1530,1475,1825,1290,1362
TGME49_320080,7550,8695,5483,7520,7550,8260,6705,6330
TGME49_320090,1171,1431,663,1143,1171,1270,902,1026
TGME49_320100,10209,11519,6805,9285,10209,10455,8459,8380
TGME49_320105,68,54,41,47,68,38,71,42
TGME49_320110,825,847,586,770,825,728,702,660
TGME49_320120,687,782,428,540,687,733,478,534
TGME49_320130,565,625,382,502,565,631,423,418
TGME49_320135,0,0,0,0,0,0,0,0
TGME49_320140,627,815,505,611,627,764,565,533
TGME49_320150,243,265,158,213,243,232,212,193
TGME49_320160,922,1112,619,926,922,1026,677,810
TGME49_320170,31,56,32,89,31,70,44,64
TGME49_320180,495,951,550,581,495,808,524,493
TGME49_320190,291,579,615,398,291,504,673,351
TGME49_320200,219,310,149,216,219,286,136,193
TGME49_320210,2413,2689,1456,2032,2413,2406,1797,1698
TGME49_320220,4059,5034,2947,4012,4059,4642,3386,3381
TGME49_320230,21,44,27,57,21,45,34,41
TGME49_320240,3,3,1,1,3,5,1,2
TGME49_320250,1,3,0,0,1,1,1,0
TGME49_320260,1257,1834,1219,1400,1257,1732,1474,1289
TGME49_320270,9,8,12,6,9,6,15,5
TGME49_320280,4,4,2,1,4,1,2,1
TGME49_320290,1,0,2,1,1,1,0,0
TGME49_320300,4370,4160,2505,3787,4370,3705,3102,3189
TGME49_320410,11,5,2,3,11,3,2,0
TGME49_320430,2060,2076,1293,1871,2060,1986,1609,1694
TGME49_320440,1563,1512,930,1479,1563,1353,1195,1281
