Geneid,RH_1,RH_2,RH_3,RH_4,Mock_1,Mock_2,Mock_3,Mock_4
LOC107985138,0,0,0,0,0,0,0,0
LOC107985141,0,0,0,0,0,0,0,0
LOC107985142,0,0,0,0,0,0,0,0
LOC107985144,0,0,0,0,1,0,1,1
LOC107985145,0,0,0,0,0,0,0,1
LOC107985147,0,0,0,0,0,0,0,0
LOC107985147_1,0,0,0,0,0,0,0,0
LOC107985149,1,1,1,1,0,0,0,0
LOC107985151,0,0,0,0,0,0,0,0
LOC107985152,5,1,1,0,5,2,7,3
LOC107985154,2,2,2,4,3,0,3,2
LOC107985155,1,0,0,0,0,0,0,0
LOC107985156,0,0,0,0,0,0,0,0
LOC107985158,0,0,0,0,0,0,0,0
LOC107985161,0,0,0,0,0,0,0,0
LOC107985162,1,0,0,1,1,1,1,1
LOC107985165,0,0,0,0,0,0,0,0
LOC107985168,0,0,0,0,0,0,0,0
LOC107985171,0,0,0,0,0,0,0,0
LOC107985172,0,0,0,0,0,0,0,0
LOC107985173,0,0,0,0,0,0,0,0
LOC107985174,2,0,0,0,1,1,0,1
LOC107985176,0,0,0,0,0,0,0,0
LOC107985177,0,0,0,0,0,0,0,0
LOC107985178,0,0,0,0,0,0,0,0
LOC107985179,0,0,0,0,0,0,0,0
LOC107985183,0,0,0,0,0,0,0,0
LOC107985184,4,6,7,3,38,25,46,22
LOC107985185,0,0,0,0,0,0,0,0
LOC107985186,0,0,0,0,0,0,0,0
LOC107985189,0,0,0,0,0,0,0,0
LOC107985189_1,0,0,0,0,0,0,0,0
LOC107985192,0,0,0,0,0,1,2,1
LOC107985193,0,0,0,0,0,0,0,0
LOC107985200,0,0,0,0,0,0,0,1
LOC107985201,0,0,0,0,0,0,0,0
LOC107985203,1,1,5,2,13,9,7,8
LOC107985204,2,2,1,1,2,5,4,4
LOC107985206,0,0,0,0,0,0,0,0
LOC107985207,0,0,0,2,1,0,0,3
LOC107985211,0,0,3,0,1,0,3,1
LOC107985212,0,0,0,0,0,0,0,0
LOC107985213,0,0,0,0,0,0,0,0
LOC107985216,6,14,8,6,89,77,135,44
LOC107985219,3,5,1,2,24,15,13,12
LOC107985220,0,1,2,0,2,1,6,3
LOC107985221,4,9,7,6,62,44,115,77
LOC107985223,0,0,0,0,0,0,0,0
LOC107985224,2,5,12,7,16,16,7,8
LOC107985225,0,0,0,0,0,0,0,0
LOC107985231,7,8,4,2,41,92,59,30
LOC107985232,0,0,0,0,0,0,0,0
LOC107985236,0,0,2,0,0,0,0,2
LOC107985238,3,1,3,2,9,1,5,1
LOC107985239,1,1,0,0,1,0,0,0
LOC107985241,0,0,4,0,5,0,0,0
LOC107985242,0,0,0,0,1,0,0,0
LOC107985243,0,0,0,0,0,0,0,0
LOC107985244,0,0,0,0,0,0,0,0
LOC107985250,0,0,0,0,0,0,0,0
LOC107985251,1,10,1,2,2,13,0,2
LOC107985253,0,0,0,0,0,0,0,0
LOC107985255,0,0,0,0,0,0,0,0
LOC107985256,0,0,0,0,0,2,0,0
LOC107985259,0,0,0,0,1,1,1,0
LOC107985260,0,0,0,0,0,0,0,1
LOC107985261,0,0,0,0,0,0,0,0
LOC107985271,0,0,0,0,0,0,0,0
LOC107985278,0,0,0,0,1,0,0,0
LOC107985279,0,0,0,0,0,0,0,0
LOC107985279_1,0,0,0,0,0,0,0,1
LOC107985279_2,0,0,0,0,0,0,0,0
LOC107985279_3,0,0,0,0,0,0,0,0
LOC107985281,0,0,0,0,0,0,0,0
LOC107985282,0,0,0,0,1,2,2,0
LOC107985285,0,0,0,0,0,0,0,0
LOC107985286,0,0,1,0,0,0,0,0
LOC107985287,0,0,0,0,0,0,0,0
LOC107985289,4,6,8,8,11,6,5,7
LOC107985291,0,0,0,0,0,0,0,0
LOC107985291_1,0,0,0,0,0,0,0,0
LOC107985293,0,0,0,0,0,0,1,0
LOC107985295,0,0,0,0,1,1,2,0
LOC107985301,0,0,0,0,0,0,0,0
LOC107985303,2,2,1,1,11,7,11,5
LOC107985304,2,0,1,0,1,0,4,4
LOC107985306,0,4,2,0,10,4,7,0
LOC107985314,10,23,29,9,83,123,97,62
LOC107985315,16,18,34,7,80,60,54,72
LOC107985317,0,0,1,0,0,0,1,0
LOC107985320,3,0,3,0,2,3,5,2
LOC107985323,0,0,0,0,0,0,0,0
LOC107985326,0,0,0,0,0,0,0,0
LOC107985327,0,0,0,0,0,3,3,4
LOC107985329,0,0,0,0,0,0,0,0
LOC107985334,0,0,0,0,0,0,1,1
LOC107985334_1,0,0,0,0,0,0,0,0
LOC107985337,0,0,0,0,0,0,0,0
LOC107985340,0,0,0,0,0,0,0,0
LOC107985342,0,0,0,0,0,0,0,0
LOC107985345,0,0,0,0,0,0,0,0
LOC107985346,0,0,0,0,0,0,0,0
LOC107985347,0,0,0,0,0,0,0,0
LOC107985347_1,0,0,0,0,0,0,0,0
LOC107985347_2,0,0,0,0,0,0,0,0
LOC107985352,0,0,0,0,0,0,0,0
LOC107985354,1,0,0,0,7,1,11,4
LOC107985355,0,0,0,0,1,1,1,0
LOC107985357,3,1,0,1,17,8,1,18
LOC107985358,0,0,0,0,0,0,0,0
LOC107985359,0,0,0,0,0,0,0,0
LOC107985360,21,14,13,8,118,64,75,84
LOC107985361,0,1,1,1,0,0,0,0
LOC107985362,0,0,0,0,0,0,0,0
LOC107985363,0,0,0,0,0,0,0,0
LOC107985364,0,0,0,1,4,0,1,1
LOC107985365,1,1,4,2,3,4,6,8
LOC107985368,0,0,0,0,0,0,0,0
LOC107985372,0,0,0,0,0,0,1,0
LOC107985375,0,0,0,0,0,0,0,0
LOC107985377,0,0,0,0,0,0,0,0
LOC107985379,0,0,0,0,0,0,0,0
LOC107985382,0,0,0,0,1,1,0,0
LOC107985383,0,0,0,0,0,0,0,1
LOC107985384,0,0,0,0,0,0,0,0
LOC107985385,0,0,0,0,0,0,0,0
LOC107985386,0,0,1,0,0,0,1,1
LOC107985388,2,3,1,3,11,7,9,7
LOC107985391,0,0,0,0,0,0,0,0
LOC107985392,53,25,93,51,165,73,166,118
LOC107985396,0,0,0,0,0,0,0,0
LOC107985398,0,1,0,1,0,1,0,0
LOC107985400,0,0,2,2,2,1,8,1
LOC107985401,0,0,0,0,0,0,0,0
LOC107985402,0,0,1,0,3,0,0,0
LOC107985404,0,5,4,0,4,2,10,7
LOC107985405,0,1,1,1,6,1,10,9
LOC107985406,0,0,0,0,0,0,0,0
LOC107985407,0,0,0,0,0,0,0,0
LOC107985408,0,0,0,0,0,0,0,0
LOC107985409,1,4,0,2,27,36,12,21
LOC107985410,0,0,1,0,0,0,0,0
LOC107985411,0,1,0,0,2,0,2,1
LOC107985414,1,0,0,0,0,0,0,1
LOC107985416,2,4,2,0,5,5,9,6
LOC107985417,0,0,0,0,0,0,0,0
LOC107985418,0,0,0,0,0,0,0,0
LOC107985420,0,0,0,0,0,0,0,0
LOC107985423,1,5,2,1,2,9,4,6
LOC107985427,0,0,0,0,0,0,0,0
LOC107985432,0,0,0,0,0,0,0,0
LOC107985433,0,0,0,0,1,0,0,1
LOC107985434,0,0,0,0,0,0,0,0
LOC107985435,0,0,0,0,0,0,0,0
LOC107985436,0,0,0,0,0,0,0,0
LOC107985437,0,0,0,0,0,0,0,0
LOC107985438,0,0,0,0,0,0,0,0
LOC107985439,0,1,0,0,1,0,0,0
LOC107985440,0,0,0,0,0,0,0,0
LOC107985440_1,0,0,0,0,0,0,0,0
LOC107985442,0,0,0,0,0,0,0,0
LOC107985443,0,0,0,0,0,1,0,0
LOC107985447,0,0,0,0,0,0,0,0
LOC107985448,0,0,0,0,0,0,1,0
LOC107985449,0,0,0,0,0,0,1,0
LOC107985451,0,0,0,0,0,0,0,0
LOC107985452,0,0,0,0,0,0,0,0
LOC107985454,0,0,0,0,0,0,0,0
LOC107985458,0,0,0,0,0,0,0,0
LOC107985459,0,0,0,0,0,0,0,0
LOC107985460,0,0,0,0,0,0,0,0
LOC107985461,0,0,0,0,0,0,0,0
LOC107985462,0,0,0,0,0,0,0,0
LOC107985464,0,0,0,0,0,0,0,0
LOC107985465,0,0,0,0,0,0,0,0
LOC107985466,0,0,1,0,0,0,0,0
LOC107985467,0,0,1,0,1,0,1,1
LOC107985469,0,0,0,0,0,0,0,0
LOC107985474,0,0,0,0,0,0,0,0
LOC107985478,0,0,0,0,0,0,0,0
LOC107985480,3,16,0,3,1,0,3,0
LOC107985482,0,0,0,0,0,0,0,0
LOC107985483,0,0,0,0,0,0,0,0
LOC107985485,2,4,6,2,0,4,5,1
LOC107985486,13,5,3,5,74,28,32,75
LOC107985488,0,0,0,0,0,0,0,0
LOC107985490,0,0,0,0,0,0,0,0
LOC107985492,0,0,0,0,0,0,0,0
LOC107985494,0,0,0,0,0,0,0,0
LOC107985499,0,0,0,0,0,0,0,0
LOC107985500,0,0,0,0,0,0,0,0
LOC107985502,0,0,0,0,0,0,0,0
LOC107985504,0,0,0,0,0,0,0,0
LOC107985508,0,0,0,0,0,0,0,0
LOC107985511,0,0,0,0,0,0,0,0
LOC107985511_1,0,0,0,0,0,0,0,0
LOC107985512,0,0,0,0,0,0,0,0
LOC107985513,3,13,3,0,0,1,0,0
LOC107985515,0,0,0,0,0,0,0,0
LOC107985516,0,0,0,0,0,0,0,0
LOC107985518,0,0,0,0,1,0,0,0
LOC107985521,0,1,0,0,1,2,1,1
LOC107985524,0,0,0,0,0,0,0,0
LOC107985524_1,0,0,0,0,0,0,0,0
LOC107985528,0,0,0,0,0,0,0,0
LOC107985529,1,4,3,1,5,4,9,3
LOC107985532,2,0,1,0,1,1,3,0
LOC107985534,0,0,0,0,0,0,0,0
LOC107985535,0,0,0,0,0,0,0,0
LOC107985536,0,0,0,0,0,0,0,0
LOC107985537,0,0,0,0,0,0,0,0
LOC107985541,0,0,0,0,3,1,0,0
LOC107985544,1,3,8,1,5,8,32,16
LOC107985545,0,0,0,0,0,0,0,0
LOC107985549,0,0,1,0,2,0,0,1
LOC107985551,1,2,1,1,0,1,0,0
LOC107985554,0,0,1,1,2,1,2,0
LOC107985561,0,0,0,2,0,0,0,0
LOC107985563,1,0,0,0,2,1,5,5
LOC107985567,7,17,8,10,8,18,10,18
LOC107985568,0,3,2,1,1,1,2,0
LOC107985573,0,0,0,0,3,0,1,1
LOC107985576,5,1,1,0,6,4,2,7
LOC107985577,0,0,0,0,0,0,0,0
LOC107985577_1,0,0,0,0,0,0,0,0
LOC107985579,0,0,0,0,0,0,0,0
LOC107985580,0,0,0,0,0,0,0,0
LOC107985581,0,0,0,0,0,0,0,0
LOC107985582,0,0,0,0,0,0,1,1
LOC107985584,0,0,0,0,1,0,0,0
LOC107985588,5,2,3,1,7,3,6,6
LOC107985590,0,0,0,0,0,0,0,0
LOC107985593,0,0,0,0,0,0,2,0
LOC107985595,0,0,0,0,0,0,0,0
LOC107985596,0,0,0,0,0,0,0,0
LOC107985632,0,0,0,0,0,0,0,0
LOC107985634,0,0,0,0,0,0,3,0
LOC107985635,0,0,0,0,0,0,0,0
LOC107985646,0,0,0,0,0,0,0,0
LOC107985647,0,0,0,0,0,0,0,0
LOC107985648,0,0,0,0,0,0,0,0
LOC107985650,0,0,0,0,0,0,0,0
LOC107985651,0,0,0,0,0,0,0,0
LOC107985652,0,0,0,0,0,0,0,0
LOC107985653,0,0,0,0,0,0,0,0
LOC107985656,1,1,2,2,9,12,3,13
LOC107985657,0,0,0,0,0,0,0,1
LOC107985659,0,0,0,0,0,0,0,0
LOC107985662,0,0,0,0,0,0,0,0
LOC107985664,1,0,0,0,1,3,0,0
LOC107985666,0,0,0,0,0,0,0,0
LOC107985667,0,3,1,0,9,22,30,17
LOC107985669,0,0,0,0,0,0,0,0
LOC107985670,0,0,0,0,0,0,0,0
LOC107985674,0,0,0,0,0,0,0,0
LOC107985675,0,0,1,0,0,0,5,1
LOC107985676,0,0,0,0,0,0,0,0
LOC107985677,0,0,0,0,0,0,0,0
LOC107985677_1,0,0,0,0,0,0,0,1
LOC107985680,0,0,0,0,0,0,0,0
LOC107985681,0,0,0,1,0,0,0,0
LOC107985683,16,7,13,10,49,20,56,43
LOC107985684,0,0,0,0,0,0,0,0
LOC107985686,0,0,0,0,0,0,0,0
LOC107985687,4,5,0,4,15,9,22,15
LOC107985688,0,1,0,1,8,3,7,4
LOC107985694,2,1,3,0,8,1,5,5
LOC107985695,0,0,0,0,1,0,0,0
LOC107985698,0,0,0,0,0,0,0,0
LOC107985699,0,0,0,0,0,0,0,0
LOC107985700,0,0,0,0,0,0,0,0
LOC107985703,0,0,0,0,0,0,0,0
LOC107985704,0,0,0,0,0,0,0,0
LOC107985705,0,0,0,0,0,0,0,0
LOC107985707,0,0,0,0,0,0,0,0
LOC107985708,0,0,0,0,0,0,0,0
LOC107985709,0,0,0,0,0,0,0,0
LOC107985710,0,0,0,0,0,0,0,0
LOC107985713,0,0,0,0,0,0,0,0
LOC107985714,0,0,0,0,0,0,0,0
LOC107985720,0,0,2,0,0,1,4,3
LOC107985725,0,0,0,0,0,2,0,0
LOC107985728,0,0,0,2,0,0,0,0
LOC107985729,0,0,0,0,0,0,0,0
LOC107985732,0,0,0,0,0,0,0,0
LOC107985732_1,0,0,0,0,0,0,0,0
LOC107985736,1,1,0,0,5,1,0,0
LOC107985743,0,0,0,0,2,0,0,0
LOC107985744,0,0,1,0,2,0,1,0
LOC107985745,0,1,0,0,5,1,0,0
LOC107985747,11,6,2,6,64,57,29,60
LOC107985766,0,0,0,0,0,0,0,0
LOC107985767,0,0,0,0,0,0,1,0
LOC107985769,3,0,1,4,7,4,5,1
LOC107985771,0,0,0,0,0,0,0,0
LOC107985774,0,0,0,0,0,0,0,0
LOC107985776,0,0,0,0,0,0,0,0
LOC107985779,0,0,0,0,0,0,0,0
LOC107985784,0,0,0,0,0,0,0,0
LOC107985785,0,0,0,1,1,1,1,2
LOC107985787,0,0,1,0,0,0,5,0
LOC107985788,0,0,0,0,0,0,0,0
LOC107985792,0,0,0,0,0,0,0,0
LOC107985802,0,1,0,0,0,0,0,0
LOC107985807,0,0,0,0,0,0,0,0
LOC107985808,0,0,0,0,0,0,0,0
LOC107985809,0,0,1,0,0,0,0,0
LOC107985810,0,0,0,0,0,0,0,0
LOC107985811,0,0,0,0,0,0,0,0
LOC107985812,0,1,0,0,0,0,0,0
LOC107985814,0,0,0,0,0,0,0,0
LOC107985815,0,0,0,0,0,0,0,0
LOC107985817,0,0,0,0,0,0,0,0
LOC107985821,0,0,0,0,0,0,0,0
LOC107985822,0,0,0,0,0,0,0,0
LOC107985824,0,0,0,0,0,0,0,0
LOC107985826,0,0,0,0,0,0,0,0
LOC107985827,0,0,0,0,0,0,0,0
LOC107985828,0,0,0,0,0,0,0,0
LOC107985829,0,0,0,0,0,0,0,0
LOC107985830,0,0,0,0,0,1,0,0
LOC107985831,0,0,0,0,0,0,0,0
LOC107985832,0,0,0,0,0,0,0,0
LOC107985833,0,0,0,0,0,0,0,0
LOC107985835,0,0,0,0,0,0,0,0
LOC107985836,0,0,0,0,0,0,0,0
LOC107985838,0,0,0,0,0,0,0,0
LOC107985839,0,0,0,0,0,0,0,0
LOC107985840,0,0,0,0,1,0,2,0
LOC107985841,0,0,0,0,0,0,0,0
LOC107985842,0,0,0,0,0,0,0,0
LOC107985843,0,0,0,0,0,0,0,0
LOC107985845,0,0,0,0,0,0,0,0
LOC107985846,0,0,0,0,0,0,0,0
LOC107985847,0,0,0,0,0,0,2,0
LOC107985848,0,0,0,0,0,0,0,0
LOC107985853,0,0,0,0,0,0,0,0
LOC107985854,0,0,0,0,0,0,0,0
LOC107985855,0,0,0,0,0,0,0,0
LOC107985856,0,0,0,0,0,0,0,0
LOC107985857,0,0,0,0,0,0,0,0
LOC107985858,0,0,0,0,0,0,0,0
LOC107985861,0,0,0,1,0,0,0,0
LOC107985862,0,0,0,0,0,0,0,0
LOC107985863,0,0,0,0,0,0,0,0
LOC107985865,0,0,0,0,0,0,0,0
LOC107985866,0,0,0,0,0,0,0,0
LOC107985868,0,0,0,1,0,0,0,2
LOC107985869,19,24,25,20,77,77,52,75
LOC107985870,3,0,1,0,7,3,1,1
LOC107985871,1,1,0,0,5,3,0,1
LOC107985876,50,16,40,13,411,136,372,151
LOC107985880,0,0,0,0,0,0,1,0
LOC107985882,0,0,0,0,0,0,0,0
LOC107985889,0,0,0,0,0,0,0,0
LOC107985890,0,0,0,0,0,0,0,0
LOC107985891,0,0,0,0,0,0,0,0
LOC107985892,0,4,1,0,4,11,4,9
LOC107985895,2,0,0,0,0,0,0,0
LOC107985897,10,3,3,2,10,4,9,5
LOC107985900,0,2,4,0,3,1,4,0
LOC107985903,0,0,0,0,0,0,0,0
LOC107985904,0,0,1,0,0,0,0,0
LOC107985905,0,0,0,0,0,0,0,0
LOC107985908,0,0,0,0,0,0,0,0
LOC107985909,2,3,4,1,6,1,9,3
LOC107985910,0,0,0,0,0,0,0,0
LOC107985911,1,3,11,1,11,26,38,42
LOC107985915,0,0,0,0,0,0,0,0
LOC107985916,0,0,0,0,0,0,0,0
LOC107985920,0,0,0,0,0,0,0,0
LOC107985922,1,0,0,0,4,0,9,1
LOC107985923,0,1,3,0,4,6,6,2
LOC107985926,23,30,57,29,60,58,65,32
LOC107985927,0,0,0,0,0,0,0,0
LOC107985929,0,0,0,0,0,0,0,0
LOC107985931,0,0,0,0,0,1,1,0
LOC107985933,2,8,4,0,1,2,0,0
LOC107985934,0,0,0,0,1,1,4,0
LOC107985936,1,3,1,0,2,0,0,0
LOC107985937,0,0,0,0,0,0,0,0
LOC107985939,18,18,22,28,71,75,115,57
LOC107985940,1,1,1,0,0,0,0,0
LOC107985941,0,0,0,0,0,0,0,0
LOC107985943,0,0,1,0,0,0,1,0
LOC107985944,11,2,8,2,24,17,13,20
LOC107985945,0,0,0,0,0,0,0,0
LOC107985946,69,89,87,54,105,84,100,90
LOC107985948,1,0,0,0,0,1,1,0
LOC107985949,7,18,13,15,27,42,27,51
LOC107985952,0,0,0,0,0,0,0,0
LOC107985953,0,0,0,0,0,0,0,0
LOC107985957,1,0,0,0,0,0,1,1
LOC107985958,0,0,0,0,0,0,0,0
LOC107985959,0,0,0,0,0,0,1,0
LOC107985960,0,0,0,0,0,0,0,0
LOC107985962,0,0,0,0,0,0,1,1
LOC107985965,0,0,0,0,0,0,0,0
LOC107985968,0,0,0,0,0,0,0,0
LOC107985969,0,0,0,0,0,0,0,0
LOC107985972,0,0,1,0,2,0,0,0
LOC107985977,0,1,2,1,6,0,6,11
LOC107985978,0,0,0,0,0,0,0,0
LOC107985980,0,0,0,0,0,0,0,0
LOC107985981,0,0,0,0,0,0,0,0
LOC107985982,0,0,0,0,0,0,0,0
LOC107985983,0,0,0,0,1,0,0,0
LOC107985984,0,0,0,0,0,0,0,0
LOC107985987,0,0,0,0,0,0,0,0
LOC107985990,0,0,0,0,0,0,0,0
LOC107985991,0,0,0,0,0,0,0,0
LOC107985992,0,0,0,0,0,0,0,0
LOC107985993,0,0,0,0,0,0,0,0
LOC107985994,0,0,0,0,0,0,0,0
LOC107985995,2,2,1,2,10,2,2,3
LOC107985996,0,0,0,0,1,0,0,0
LOC107985998,0,0,1,1,3,0,2,4
LOC107986001,0,0,0,0,0,0,0,0
LOC107986002,0,0,0,0,0,0,0,0
LOC107986003,0,0,1,0,0,0,0,0
LOC107986009,0,0,0,0,0,0,0,0
LOC107986010,0,0,0,0,0,0,0,0
LOC107986011,0,0,0,0,0,0,0,0
LOC107986012,0,0,0,0,0,0,0,0
LOC107986015,2,0,2,1,0,1,1,1
LOC107986017,0,0,0,0,0,0,0,0
LOC107986018,0,1,0,0,1,0,1,1
LOC107986019,0,0,0,0,0,0,0,0
LOC107986021,0,0,1,0,0,0,0,0
LOC107986023,0,0,0,0,1,0,0,0
LOC107986025,0,0,0,0,0,0,0,0
LOC107986027,0,0,0,0,0,0,0,0
LOC107986031,1,5,0,2,1,4,5,1
LOC107986040,0,0,0,0,0,0,0,0
LOC107986042,0,0,0,0,0,0,0,0
LOC107986044,0,0,0,0,0,0,0,0
LOC107986045,0,0,0,0,0,0,0,0
LOC107986047,1,0,0,0,0,0,0,0
LOC107986048,0,0,0,0,0,0,0,0
LOC107986049,0,0,0,0,0,0,0,0
LOC107986050,0,0,0,0,0,0,0,0
LOC107986051,0,0,0,0,0,0,0,0
LOC107986052,0,0,0,0,0,0,0,0
LOC107986053,0,0,0,0,0,0,0,0
LOC107986054,0,0,0,0,0,0,0,0
LOC107986056,0,0,0,0,0,0,0,0
LOC107986057,0,0,0,0,0,0,0,0
LOC107986058,0,0,0,0,0,0,1,0
LOC107986059,0,0,0,0,0,0,0,0
LOC107986061,0,0,0,1,0,0,0,0
LOC107986064,0,1,1,0,5,7,6,0
LOC107986065,3,1,3,1,9,1,8,5
LOC107986066,0,0,0,0,0,0,0,0
LOC107986068,0,0,0,0,0,0,0,0
LOC107986070,0,0,0,0,0,0,0,0
LOC107986072,1,1,0,0,2,2,0,0
LOC107986075,0,1,1,0,0,1,1,0
LOC107986077,3,5,4,7,14,6,9,19
LOC107986079,2,0,0,0,2,2,6,4
LOC107986081,0,0,0,0,0,0,0,0
LOC107986082,0,0,0,0,0,0,0,0
LOC107986086,0,0,0,0,1,3,5,1
LOC107986087,3,2,2,4,6,4,4,7
LOC107986088,0,0,0,0,0,0,1,1
LOC107986091,0,0,1,0,0,0,2,0
LOC107986092,0,0,0,0,2,1,0,0
LOC107986094,0,0,0,0,0,0,0,0
LOC107986095,0,0,0,0,0,0,0,0
LOC107986095_1,0,0,0,0,0,0,0,0
LOC107986098,0,0,0,0,0,0,0,0
LOC107986099,0,0,0,0,0,0,0,0
LOC107986103,0,0,0,0,0,0,0,0
LOC107986104,0,0,0,0,0,0,0,0
LOC107986105,0,0,0,0,0,0,0,0
LOC107986106,0,0,0,0,0,0,0,0
LOC107986108,0,0,0,0,0,0,0,0
LOC107986110,0,0,1,0,0,0,0,0
LOC107986112,0,0,0,0,0,0,0,0
LOC107986116,0,0,0,0,0,0,0,0
LOC107986118,0,0,0,0,0,0,0,0
LOC107986121,0,0,0,0,0,0,0,0
LOC107986124,1,0,0,0,0,0,0,0
LOC107986126,0,0,0,0,0,1,0,0
LOC107986127,0,4,20,16,3,1,4,2
LOC107986129,0,0,0,0,0,0,0,0
LOC107986131,0,0,0,0,3,0,0,0
LOC107986133,0,0,0,0,1,0,0,0
LOC107986138,0,0,0,0,0,0,0,0
LOC107986141,0,2,1,0,2,3,1,0
LOC107986142,0,0,0,0,0,0,3,0
LOC107986150,0,0,1,0,0,0,0,0
LOC107986151,0,0,0,0,0,0,0,0
LOC107986154,0,0,0,0,0,0,0,0
LOC107986160,29,50,46,18,49,68,62,21
LOC107986162,1,2,5,0,3,1,8,2
LOC107986163,0,0,0,0,1,0,0,0
LOC107986166,0,0,0,0,0,0,5,0
LOC107986167,0,0,0,0,0,0,0,0
LOC107986171,0,0,0,0,0,0,1,0
LOC107986172,0,0,0,1,1,0,0,0
LOC107986173,0,0,1,0,1,0,1,0
LOC107986178,0,0,0,0,0,0,0,0
LOC107986179,0,0,0,0,0,0,0,0
LOC107986181,0,0,0,0,0,0,0,0
LOC107986182,0,0,0,0,0,0,0,0
LOC107986185,0,0,0,1,0,0,0,0
LOC107986186,1,0,0,0,4,2,1,0
LOC107986187,2,1,2,4,8,7,2,4
LOC107986188,0,0,0,0,0,0,0,0
LOC107986190,0,0,0,0,0,0,0,0
LOC107986192,12,7,2,15,0,1,0,0
LOC107986193,0,0,0,1,2,3,0,3
LOC107986195,0,0,0,0,0,0,0,0
LOC107986196,0,0,0,0,0,0,0,0
LOC107986196_1,0,0,0,0,0,0,0,0
LOC107986197,0,0,1,0,3,2,5,0
LOC107986198,0,0,0,0,0,1,0,1
LOC107986200,0,0,0,0,0,0,0,0
LOC107986201,0,0,0,0,0,0,0,0
LOC107986203,0,0,0,0,0,0,0,0
LOC107986204,0,0,0,0,0,0,0,0
LOC107986205,0,0,0,0,0,0,0,0
LOC107986218,0,0,0,0,0,0,0,0
LOC107986219,0,0,0,0,0,0,0,0
LOC107986220,0,0,0,0,0,0,0,0
LOC107986221,0,0,0,0,0,0,0,0
LOC107986222,0,0,0,0,0,0,0,0
LOC107986223,0,0,0,0,0,0,0,0
LOC107986228,1,0,0,0,0,0,0,0
LOC107986229,0,0,0,0,0,0,0,0
LOC107986230,0,0,1,0,0,0,0,0
LOC107986232,0,0,0,0,0,0,0,0
LOC107986235,0,0,0,0,0,0,0,0
LOC107986238,0,0,0,0,0,0,0,0
LOC107986239,0,0,0,0,0,0,0,0
LOC107986240,0,0,0,0,0,0,0,0
LOC107986246,6,7,7,2,16,7,15,9
LOC107986249,0,1,2,0,2,1,0,1
LOC107986250,2,0,0,2,5,0,1,2
LOC107986252,0,0,0,0,0,0,0,0
LOC107986254,0,0,0,0,0,0,0,0
LOC107986256,0,0,0,0,0,0,0,0
LOC107986260,0,0,0,0,0,0,0,0
LOC107986261,0,0,0,0,0,0,0,0
LOC107986262,0,0,0,0,0,0,0,0
LOC107986263,0,0,0,0,0,0,0,0
LOC107986268,0,0,0,0,0,0,0,0
LOC107986269,0,0,0,0,0,0,0,0
LOC107986270,0,0,0,0,0,0,0,0
LOC107986270_1,0,0,0,0,0,0,0,0
LOC107986271,0,0,0,0,0,0,0,0
LOC107986271_1,0,0,0,0,0,0,0,0
LOC107986272,0,0,0,0,0,0,0,0
LOC107986275,0,0,0,0,0,0,0,0
LOC107986277,0,0,0,0,0,0,0,0
LOC107986279,0,0,0,0,0,0,0,0
LOC107986281,0,0,1,0,0,0,0,0
LOC107986283,0,0,0,0,0,0,0,0
LOC107986284,1,0,0,0,0,0,0,0
LOC107986285,0,0,0,0,0,0,0,0
LOC107986286,0,0,0,0,0,0,0,0
LOC107986287,0,0,0,0,0,0,0,0
LOC107986289,0,0,0,0,0,0,0,0
LOC107986292,1,0,0,0,3,3,0,1
LOC107986293,0,0,0,0,0,0,0,0
LOC107986294,0,0,0,0,5,1,1,0
LOC107986297,0,0,0,0,0,0,0,0
LOC107986298,4,1,2,1,0,0,0,2
LOC107986299,0,0,1,0,0,0,1,0
LOC107986305,0,0,0,0,0,0,0,0
LOC107986306,0,0,0,0,0,0,0,0
LOC107986307,0,0,0,0,0,0,0,0
LOC107986309,0,0,0,0,0,0,0,0
LOC107986310,0,0,0,0,0,0,0,0
LOC107986312,0,1,0,0,0,0,0,0
LOC107986314,0,0,0,0,0,0,0,0
LOC107986315,0,0,0,0,0,0,0,0
LOC107986320,0,0,0,0,0,0,0,0
LOC107986324,0,0,0,0,0,0,0,0
LOC107986325,0,0,0,0,0,0,0,0
LOC107986326,0,0,0,0,0,0,0,0
LOC107986327,0,0,0,0,0,0,0,0
LOC107986328,0,0,0,0,0,0,0,0
LOC107986330,0,0,0,0,0,0,0,0
LOC107986334,0,0,0,0,0,0,0,0
LOC107986335,0,0,0,0,0,0,0,0
LOC107986337,0,0,0,0,0,0,0,0
LOC107986338,0,0,0,0,0,0,0,0
LOC107986343,0,0,0,0,0,0,0,0
LOC107986345,0,0,0,0,0,0,0,0
LOC107986346,2,1,0,0,3,0,3,2
LOC107986347,1,0,0,0,2,1,0,3
LOC107986350,0,0,1,0,3,1,0,1
LOC107986355,0,0,0,0,0,0,0,0
LOC107986355_1,0,0,0,0,0,0,0,0
LOC107986363,11,9,12,8,10,5,5,4
LOC107986365,0,0,1,0,0,0,0,0
LOC107986366,0,0,0,1,0,0,0,0
LOC107986368,0,0,0,0,0,0,0,0
LOC107986372,0,0,0,0,0,0,0,0
LOC107986372_1,0,0,0,0,0,0,0,0
LOC107986373,0,0,0,0,0,0,0,0
LOC107986373_1,0,0,0,0,0,0,0,0
LOC107986373_2,0,0,0,0,0,0,0,0
