Geneid,RH_1,RH_2,RH_3,RH_4,Mock_1,Mock_2,Mock_3,Mock_4
ZNF449,30,25,38,16,64,28,69,40
ZNF45,34,21,40,17,108,61,104,82
ZNF451,145,78,146,50,362,175,395,245
ZNF451-AS1,0,0,0,0,3,0,3,0
ZNF454,0,0,0,0,0,0,0,0
ZNF454-DT,0,0,0,0,0,0,0,0
ZNF45-AS1,4,0,5,2,2,3,13,3
ZNF460,18,34,23,31,69,33,61,61
ZNF460-AS1,0,0,1,1,0,1,1,3
ZNF461,11,0,9,4,25,5,33,11
ZNF462,0,0,2,0,0,0,1,0
ZNF467,276,408,135,175,1524,2331,1455,1928
ZNF468,114,187,137,101,185,173,186,164
ZNF469,4,5,17,6,68,31,86,28
ZNF470,5,5,14,1,13,3,28,9
ZNF470-DT,0,0,1,0,2,0,1,3
ZNF471,3,0,4,1,7,0,5,3
ZNF473,30,19,25,13,44,30,50,37
ZNF473CR,0,0,0,0,0,0,0,0
ZNF474,0,0,1,0,0,0,0,1
ZNF474-AS1,0,0,0,0,0,0,0,0
ZNF475,0,0,0,0,0,0,0,0
ZNF479,0,0,0,0,0,0,0,0
ZNF48,13,9,21,8,18,17,49,13
ZNF480,15,27,28,16,33,30,64,27
ZNF483,3,2,21,1,24,6,37,9
ZNF484,22,19,23,10,135,71,106,67
ZNF485,2,1,7,0,2,4,17,3
ZNF486,14,24,19,21,144,209,215,304
ZNF487,108,118,89,71,112,122,83,121
ZNF488,0,0,0,0,0,0,0,0
ZNF490,32,16,22,15,169,104,125,225
ZNF491,3,1,1,1,4,1,10,4
ZNF492,0,0,2,0,1,0,2,1
ZNF493,42,174,56,67,160,401,155,249
ZNF496,0,0,0,0,0,0,0,0
ZNF496_1,0,0,0,0,0,0,0,0
ZNF496-DT,0,0,0,0,0,0,0,0
ZNF496-DT_1,0,0,0,0,0,0,0,0
ZNF497,1,3,0,0,1,2,4,1
ZNF497-AS1,0,0,0,0,1,0,1,0
ZNF500,18,6,21,8,34,20,86,34
ZNF501,0,0,0,0,0,0,0,0
ZNF501_1,0,0,0,0,0,0,0,0
ZNF502,0,0,1,0,0,0,0,0
ZNF502_1,0,0,0,0,0,0,0,0
ZNF503,0,0,2,0,7,3,1,3
ZNF503-AS1,0,0,0,0,0,0,0,0
ZNF503-AS2,0,0,0,0,1,1,0,1
ZNF506,78,99,90,49,338,221,258,228
ZNF507,147,165,160,137,262,132,298,220
ZNF510,16,8,26,10,36,23,115,35
ZNF511,9,29,13,6,34,89,45,32
ZNF511-PRAP1,0,0,0,0,0,0,0,0
ZNF512,44,50,52,45,205,239,211,212
ZNF512B,24,13,57,9,51,27,128,31
ZNF513,56,108,138,64,194,229,297,183
ZNF514,14,21,56,38,42,33,174,28
ZNF516,770,525,505,472,3246,2403,2538,2773
ZNF516-AS1,4,1,2,0,2,2,4,4
ZNF516-DT,1,1,1,0,5,12,5,3
ZNF517,28,66,39,25,19,26,40,18
ZNF518A,133,88,120,84,755,333,485,564
ZNF518B,260,469,282,224,529,631,609,519
ZNF519,1,2,6,0,8,1,16,3
ZNF521,0,0,0,0,2,0,0,1
ZNF524,53,71,47,31,81,140,123,123
ZNF525,15,8,28,22,30,22,60,33
ZNF526,22,11,33,9,29,24,62,25
ZNF527,5,4,8,4,17,9,29,9
ZNF528,16,17,16,5,52,13,53,46
ZNF528-AS1,5,0,1,3,6,1,5,14
ZNF529,35,9,45,27,107,49,137,86
ZNF529-AS1,4,3,7,4,19,9,15,5
ZNF530,7,13,12,21,21,15,35,41
ZNF532,3,6,13,0,20,8,29,19
ZNF534,0,1,0,0,0,0,1,1
ZNF536,0,0,1,0,0,0,0,0
ZNF540,10,3,13,1,22,7,52,6
ZNF541,1,0,2,0,3,0,8,1
ZNF542P,9,9,18,7,27,13,40,16
ZNF543,15,10,19,9,17,18,30,43
ZNF544,22,35,48,24,55,65,93,50
ZNF546,0,0,0,0,0,0,0,0
ZNF546_1,0,0,0,0,0,0,0,0
ZNF547,1,4,4,14,4,15,8,30
ZNF548,35,48,92,102,68,42,161,88
ZNF549,16,6,28,20,64,15,74,50
ZNF550,12,17,40,13,58,27,105,54
ZNF551,10,13,32,14,32,22,66,47
ZNF552,69,88,44,37,383,595,335,521
ZNF554,5,8,32,7,27,18,57,20
ZNF555,4,3,19,8,50,23,66,37
ZNF556,0,1,0,0,7,7,2,1
ZNF557,36,51,36,29,101,89,125,96
ZNF558,0,0,0,0,1,0,0,0
ZNF558_1,0,0,0,0,0,0,0,0
ZNF559,36,49,40,35,114,77,101,115
ZNF559-ZNF177,0,0,0,0,1,0,0,0
ZNF560,0,0,1,2,0,0,0,1
ZNF561,75,157,64,77,310,323,301,301
ZNF561-AS1,1,4,0,2,2,6,11,3
ZNF562,86,96,72,65,114,94,130,113
ZNF563,3,4,13,1,14,8,24,3
ZNF564,46,49,30,39,285,246,315,370
ZNF565,5,9,8,3,21,8,21,12
ZNF566,4,2,8,1,15,8,35,9
ZNF566-AS1,0,1,2,0,4,1,4,5
ZNF567,7,11,22,17,45,16,45,22
ZNF567-DT,0,0,0,0,4,1,1,3
ZNF568,6,2,12,11,22,12,35,19
ZNF569,6,6,9,5,10,9,25,10
ZNF56P,2,0,0,0,2,5,1,1
ZNF57,1,3,3,1,7,3,20,8
ZNF570,5,6,14,5,34,17,55,34
ZNF571,1,4,8,2,10,2,18,3
ZNF571-AS1,2,0,2,1,0,0,2,3
ZNF572,0,0,4,0,1,3,14,7
ZNF573,5,0,8,2,14,0,18,3
ZNF574,104,142,112,58,318,363,332,288
ZNF575,1,1,3,0,2,1,11,4
ZNF576,11,23,20,14,24,36,52,46
ZNF577,6,5,16,11,45,29,43,56
ZNF578,1,1,1,2,1,1,3,4
ZNF579,7,2,5,3,20,13,38,13
ZNF580,36,50,41,30,138,182,147,148
ZNF581,25,52,35,15,97,155,104,111
ZNF582,4,5,7,6,24,6,11,21
ZNF582-DT,2,1,4,3,4,4,18,4
ZNF583,9,11,8,4,19,5,21,16
ZNF584,8,12,10,2,12,5,17,1
ZNF584-DT,4,10,18,4,32,14,47,13
ZNF585A,34,23,39,24,190,94,140,182
ZNF585B,11,9,33,16,64,38,87,71
ZNF586,110,138,78,104,514,532,295,493
ZNF587,139,85,144,93,729,466,685,518
ZNF587B,32,49,33,19,160,195,171,155
ZNF589,42,30,53,11,119,102,157,58
ZNF592,1992,2517,1535,1337,5090,4890,4516,4349
ZNF593,1,1,2,1,2,1,3,0
ZNF593OS,0,0,0,0,0,1,0,0
ZNF594,7,3,16,6,8,8,46,8
ZNF594-DT,0,0,0,1,3,1,5,1
ZNF595,13,19,11,13,49,33,29,57
ZNF596,7,7,12,11,61,33,70,39
ZNF597,24,31,43,25,135,88,186,91
ZNF598,0,0,0,0,0,0,0,0
ZNF598_1,5,2,4,3,3,3,7,5
ZNF599,1,0,3,0,0,1,6,1
ZNF600,32,71,78,35,80,46,185,32
ZNF605,17,1,13,2,102,9,47,19
ZNF606,11,14,20,4,51,51,71,54
ZNF606-AS1,6,3,12,5,26,5,19,17
ZNF607,3,2,13,1,8,4,37,8
ZNF608,1,4,5,3,23,15,16,23
ZNF609,96,58,130,47,470,203,554,260
ZNF610,1,1,4,0,3,0,6,0
ZNF611,191,224,167,141,324,174,258,197
ZNF613,6,13,12,14,45,56,56,71
ZNF614,7,10,16,4,26,19,39,27
ZNF615,32,22,28,31,106,76,113,142
ZNF616,9,14,11,12,90,46,78,89
ZNF618,0,1,7,1,9,0,20,3
ZNF619,12,15,18,11,71,42,97,60
ZNF620,2,2,5,3,12,5,16,10
ZNF621,31,25,62,31,161,57,271,123
ZNF622,98,168,112,79,422,570,324,410
ZNF623,0,3,0,0,3,6,1,0
ZNF623_1,3,0,0,0,2,0,1,3
ZNF624,17,12,19,4,46,15,44,27
ZNF625,1,0,1,0,2,0,2,2
ZNF625-ZNF20,1,0,0,0,0,0,0,0
ZNF626,10,21,13,7,20,51,28,26
ZNF627,18,28,28,18,126,118,127,103
ZNF628,31,46,39,19,58,54,60,64
ZNF629,11,9,16,6,54,41,75,26
ZNF630,8,6,4,1,29,7,14,23
ZNF630-AS1,0,0,0,0,0,0,1,0
ZNF638,564,642,487,377,2410,1574,1567,1786
ZNF639,68,65,101,72,97,45,103,55
ZNF641,683,1003,955,693,3791,4612,4958,5191
ZNF644,374,315,349,301,311,137,300,182
ZNF646,1165,1293,1035,692,2317,2860,2073,1643
ZNF648,0,0,0,0,4,0,3,1
ZNF649,15,7,23,22,25,13,32,27
ZNF649-AS1,0,0,0,0,0,0,1,0
ZNF652,485,501,189,214,3937,3636,3175,3543
ZNF652-AS1,0,3,0,0,8,14,11,19
ZNF653,13,21,18,13,29,21,44,30
ZNF654,300,186,220,135,622,261,322,401
ZNF655,568,645,503,322,2948,2683,2119,1961
ZNF658,2,1,2,1,1,2,3,5
ZNF658B,1,0,1,0,2,2,4,3
ZNF66,10,18,4,5,20,44,14,26
ZNF66_1,4,2,0,3,4,1,7,16
ZNF660,0,0,0,0,0,0,0,0
ZNF660_1,0,0,0,0,0,0,0,0
ZNF660-ZNF197,0,0,0,0,0,0,0,0
ZNF660-ZNF197_1,0,0,0,0,0,0,0,0
ZNF662,2,0,8,0,3,4,10,2
ZNF663P,0,0,0,0,0,0,0,0
ZNF664,99,112,219,102,133,82,275,105
ZNF664-RFLNA,0,0,0,0,0,0,0,0
ZNF665,6,2,5,4,5,6,8,11
ZNF667,1,0,8,2,3,0,9,6
ZNF667-AS1,0,1,1,2,7,1,5,4
ZNF668,169,202,129,89,145,274,129,115
ZNF669,51,93,62,57,85,58,67,71
ZNF670,14,23,8,3,26,12,10,17
ZNF670-ZNF695,0,0,0,0,0,0,0,0
ZNF671,25,32,31,30,125,181,179,200
ZNF672,821,1084,694,489,381,487,407,378
ZNF674,113,115,101,77,363,317,248,267
ZNF674-AS1,41,22,39,27,98,70,52,59
ZNF675,6,18,8,22,26,15,40,24
ZNF676,0,0,2,0,0,0,0,2
ZNF676_1,1,0,0,0,0,0,1,0
ZNF677,9,3,10,4,26,8,45,24
ZNF678,10,3,8,0,23,3,41,15
ZNF679,0,0,0,0,0,0,0,0
ZNF680,6,9,7,2,25,15,26,10
ZNF681,1,3,4,1,10,6,28,5
ZNF682,2,2,6,1,9,4,14,7
ZNF683,1,0,8,13,14,3,32,88
ZNF684,6,0,2,5,16,11,18,14
ZNF687,596,818,803,471,1125,1118,1205,928
ZNF687-AS1,3,3,14,5,2,7,15,1
ZNF688,18,22,21,5,59,58,67,46
ZNF689,8,4,20,2,45,34,82,29
ZNF69,1,3,3,0,16,5,19,7
ZNF691,16,25,21,17,76,52,88,48
ZNF691-DT,0,0,0,0,1,0,0,0
ZNF692,352,519,325,329,359,599,353,409
ZNF692-DT,0,0,0,0,0,0,0,0
ZNF695,2,1,1,0,5,0,4,2
ZNF696,8,8,16,9,27,23,52,26
ZNF697,28,27,17,14,86,105,67,61
ZNF699,73,105,82,68,220,151,187,171
ZNF7,78,130,112,71,188,165,203,129
ZNF70,12,11,11,5,15,3,28,14
ZNF700,172,228,123,135,492,423,378,580
ZNF701,151,174,156,145,700,458,505,524
ZNF702P,1,1,7,2,8,5,6,2
ZNF703,0,1,3,1,1,2,3,2
ZNF704,3,4,17,1,13,6,74,9
ZNF705A,1,2,3,1,2,2,3,1
ZNF705B,0,0,0,0,0,0,0,0
ZNF705B_1,0,0,0,0,0,0,0,0
ZNF705D,0,0,0,0,0,0,0,0
ZNF705D_1,0,0,0,0,0,0,0,0
ZNF705EP,0,0,0,0,0,1,0,0
ZNF705G,0,0,0,0,0,0,0,0
ZNF705G_1,0,0,0,0,0,0,1,0
ZNF705G_2,0,0,0,0,0,0,0,0
ZNF706,391,363,432,400,160,125,122,109
ZNF707,1,0,0,0,0,0,0,0
ZNF707_1,0,0,0,0,0,0,0,0
ZNF708,32,281,44,108,98,585,115,387
ZNF709,5,10,5,4,16,6,18,11
ZNF71,10,13,10,12,17,10,33,12
ZNF710,1485,2053,1713,1303,7112,8490,5984,4571
ZNF710-AS1,2,0,0,0,8,6,1,1
ZNF711,2,2,3,0,3,2,12,0
ZNF713,8,12,7,8,20,8,22,9
ZNF714,6,13,17,9,30,37,53,27
ZNF716,0,0,0,0,0,0,1,0
ZNF717,1,2,10,2,17,12,27,11
ZNF718,7,15,63,130,11,7,50,67
ZNF71-SMIM17,0,0,0,0,0,0,0,0
ZNF721,140,144,90,75,432,257,379,341
ZNF722,0,0,0,0,0,0,0,0
ZNF723,0,0,0,0,3,1,0,1
ZNF724,3,4,0,0,8,0,7,2
ZNF726,1,4,3,1,6,1,11,2
ZNF727,0,0,1,0,3,2,3,1
