Geneid,RHLPS_1,RHLPS_2,RHLPS_3,RHLPS_4,LPS_1,LPS_2,LPS_3,LPS_4
PPP4C,1424,1539,926,757,4211,4989,5572,3610
PPP4R1,1491,3267,1298,1328,1740,8764,8090,4139
PPP4R1-AS1,0,2,0,0,0,3,7,6
PPP4R1L,406,414,248,173,1385,1814,2153,1160
PPP4R2,1471,1039,635,651,3399,2185,3045,2086
PPP4R3A,1733,1681,953,1100,2461,2508,3979,2397
PPP4R3B,1086,765,490,436,2601,1873,3023,1742
PPP4R3B-DT,4,3,7,2,18,8,33,17
PPP4R3C,0,1,0,0,0,0,0,0
PPP4R4,0,1,0,0,0,0,0,0
PPP4R4_1,0,0,0,0,0,0,0,0
PPP5C,17,8,21,15,32,21,125,19
PPP5D1P,0,1,0,0,0,0,0,0
PPP6C,865,757,426,448,2413,2112,2813,1750
PPP6R1,704,614,438,299,1768,2043,3181,1400
PPP6R2,484,439,351,285,1203,931,1636,888
PPP6R3,1799,1379,993,961,2961,1823,3139,2029
PPRC1,400,516,256,212,236,133,388,95
PPT1,1306,1765,636,653,1921,4675,3282,2052
PPT2,0,0,0,0,0,0,0,0
PPT2_1,0,0,0,0,0,0,0,0
PPT2_2,0,0,0,0,0,0,0,0
PPT2_3,0,0,0,0,0,0,0,0
PPT2_4,0,0,0,0,0,0,0,0
PPT2_5,0,0,0,0,0,0,0,0
PPT2_6,0,0,0,0,0,0,0,0
PPT2_7,0,0,0,0,0,0,0,0
PPT2-EGFL8,0,0,0,0,0,0,0,0
PPT2-EGFL8_1,0,0,0,0,0,0,0,0
PPT2-EGFL8_2,0,0,0,0,0,0,0,0
PPT2-EGFL8_3,0,0,0,0,0,0,0,0
PPT2-EGFL8_4,0,0,0,0,0,0,0,0
PPT2-EGFL8_5,0,0,0,0,0,0,0,0
PPT2-EGFL8_6,0,0,0,0,0,0,0,0
PPT2-EGFL8_7,0,0,0,0,0,0,0,0
PPTC7,902,671,583,470,643,1484,1893,1187
PPWD1,260,191,152,127,476,454,772,483
PPY,0,0,0,0,0,0,0,0
PPY2P,0,0,0,0,0,0,0,0
PQBP1,0,0,0,0,0,0,0,0
PQBP1_1,0,1,0,3,0,0,3,1
PRAC1,0,0,0,0,0,0,0,0
PRAC2,0,0,0,0,0,0,0,0
PRADC1,8,9,8,8,6,1,30,1
PRADX,341,178,200,159,143,643,464,217
PRAF2,0,0,0,0,0,0,0,0
PRAF2_1,0,0,0,0,1,1,3,0
PRAG1,0,3,2,0,0,1,5,8
PRAG1_1,1,3,0,0,7,3,1,0
PRAM1,207,187,85,101,171,850,609,399
PRAME,0,0,0,0,0,0,0,0
PRAME_1,0,0,0,0,0,0,0,0
PRAMEF1,0,0,0,0,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0,0
PRAMEF10_1,0,0,0,0,0,0,0,0
PRAMEF11,0,0,0,0,0,0,0,0
PRAMEF11_1,0,0,0,0,0,0,0,0
PRAMEF12,0,0,0,0,0,0,0,0
PRAMEF13,0,0,0,0,0,0,0,0
PRAMEF13_1,0,0,0,0,0,0,0,0
PRAMEF13_2,1,0,0,0,0,0,0,0
PRAMEF14,0,0,0,0,0,0,0,0
PRAMEF15,0,0,0,0,0,0,0,0
PRAMEF17,0,0,0,0,0,0,0,0
PRAMEF18,0,0,0,0,0,0,0,0
PRAMEF18_1,0,0,0,0,0,0,0,0
PRAMEF18_2,0,0,0,0,0,0,0,0
PRAMEF18_3,0,0,0,0,0,0,0,0
PRAMEF19,0,1,0,0,0,0,1,1
PRAMEF2,0,0,0,0,0,0,0,0
PRAMEF2_1,0,0,0,0,0,0,0,0
PRAMEF20,0,0,0,0,0,0,0,0
PRAMEF22,0,0,0,0,0,0,0,0
PRAMEF22_1,0,0,0,0,0,0,0,0
PRAMEF25,0,0,0,0,0,0,0,0
PRAMEF25_1,0,0,0,0,0,0,0,0
PRAMEF25_2,0,0,0,0,0,0,0,0
PRAMEF26,0,0,0,0,0,0,0,0
PRAMEF26_1,0,0,0,0,0,0,0,0
PRAMEF26_2,0,0,0,0,0,0,0,0
PRAMEF26_3,0,0,0,0,0,0,0,0
PRAMEF27,0,0,0,0,0,0,0,0
PRAMEF27_1,0,0,0,0,0,0,0,0
PRAMEF27_2,0,0,0,0,0,0,0,0
PRAMEF33,0,0,0,0,0,0,0,0
PRAMEF33_1,0,0,0,0,0,0,0,0
PRAMEF33_2,0,0,0,0,0,0,0,0
PRAMEF33_3,0,0,0,0,0,0,0,0
PRAMEF34P,0,0,0,0,0,0,0,0
PRAMEF34P_1,0,0,0,0,0,0,0,0
PRAMEF34P_2,0,0,0,0,0,0,0,0
PRAMEF34P_3,0,0,0,0,0,0,0,0
PRAMEF36P,0,0,0,0,0,0,0,0
PRAMEF36P_1,0,0,0,0,0,0,0,0
PRAMEF36P_2,0,0,0,0,0,0,0,0
PRAMEF36P_3,0,0,0,0,0,0,0,0
PRAMEF4,0,0,0,0,0,0,0,0
PRAMEF4_1,0,0,0,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0,0,0
PRAMEF5_1,0,0,0,0,0,0,0,0
PRAMEF5_2,0,0,0,0,0,0,0,0
PRAMEF5_3,0,0,0,0,0,0,0,0
PRAMEF6,0,0,0,0,0,0,0,0
PRAMEF6_1,0,0,0,0,0,0,0,0
PRAMEF7,0,0,0,0,0,0,0,0
PRAMEF7_1,0,0,0,0,0,0,0,0
PRAMEF8,0,0,0,0,0,0,0,0
PRAMEF8_1,0,0,0,0,0,0,0,0
PRAMEF8_2,0,0,0,0,0,0,0,0
PRAMEF8_3,0,0,0,0,0,0,0,0
PRAMEF9,0,0,0,0,0,0,0,0
PRAMEF9_1,0,0,0,0,0,0,0,0
PRAMEF9_2,0,0,0,0,0,0,0,0
PRAMEF9_3,0,0,0,0,0,0,0,0
PRAMENP,0,0,0,0,0,0,0,0
PRANCR,28,21,21,16,64,95,69,42
PRAP1,0,0,0,0,0,0,0,0
PRB1,0,0,0,0,0,0,0,0
PRB1_1,0,0,0,0,0,0,0,0
PRB2,0,0,0,0,0,0,0,0
PRB2_1,0,0,0,0,0,0,0,0
PRB3,0,0,0,0,0,0,0,0
PRB3_1,0,0,0,0,0,0,0,0
PRB4,0,0,0,0,0,0,0,0
PRB4_1,0,0,0,0,0,0,0,0
PRC1,182,114,106,170,33,19,49,53
PRC1-AS1,1,0,0,0,0,0,0,0
PRCC,325,340,254,220,979,1080,1403,919
PRCD,10,4,8,6,10,12,25,6
PRCP,565,842,617,817,710,1986,1859,1346
PRDM1,1829,1944,860,989,4404,4033,4708,4237
PRDM10,236,150,103,94,373,326,516,298
PRDM10-DT,1,1,0,1,1,2,1,1
PRDM11,28,5,22,4,51,22,118,33
PRDM12,0,0,0,0,0,0,0,0
PRDM13,0,0,1,0,0,0,2,0
PRDM14,0,0,0,0,0,0,0,0
PRDM15,59,25,50,31,47,26,186,42
PRDM16,1,0,3,0,0,0,4,0
PRDM16-DT,0,0,0,0,0,0,0,0
PRDM2,3059,2453,1649,1631,3010,2644,3876,2468
PRDM4,115,120,68,67,209,317,430,209
PRDM4-AS1,8,0,3,3,4,4,10,2
PRDM5,6,5,5,5,16,28,28,27
PRDM6,0,0,0,0,0,0,0,0
PRDM6-AS1,0,0,0,0,0,0,0,0
PRDM7,0,0,0,0,1,3,0,3
PRDM8,765,1318,674,759,620,1464,2045,1237
PRDM8-AS1,36,41,18,40,35,46,74,36
PRDM9,0,0,0,0,0,0,0,0
PRDM9_1,0,0,0,0,0,0,0,0
PRDX1,199,198,142,95,232,875,726,409
PRDX2,26,23,41,7,37,34,187,22
PRDX3,425,519,263,183,125,96,207,73
PRDX4,20,16,16,10,11,12,56,13
PRDX5,578,726,582,320,1904,3243,4348,1822
PRDX6,240,184,189,136,431,409,760,340
PRDX6-AS1,7,6,1,2,10,12,21,13
PREB,324,375,206,165,312,250,617,214
PRECSIT,8,21,6,10,6,33,17,4
PRELID1,303,623,332,241,778,1900,2429,1296
PRELID2,1,1,2,0,2,2,2,1
PRELID3A,0,0,1,0,1,0,2,2
PRELID3B,147,113,95,61,309,249,357,195
PRELP,0,1,0,1,0,1,1,0
PREP,63,60,51,33,106,48,219,61
PREPL,37,14,25,3,71,32,142,31
PREX1,10572,10176,6131,4840,25200,29841,34044,19276
PREX2,0,0,0,0,3,3,0,0
PRF1,108,25,369,71,205,76,1368,234
PRG1,0,0,0,0,0,1,0,0
PRG2,57,59,68,33,191,257,380,151
PRG3,0,0,0,0,0,2,3,0
PRG4,5,6,3,3,13,7,12,3
PRH1,0,0,0,0,0,0,0,0
PRH1_1,0,0,0,0,0,0,0,0
PRH1_2,0,0,0,0,0,0,0,0
PRH1-PRR4,0,0,0,0,0,0,0,0
PRH1-PRR4_1,0,0,0,0,0,0,0,0
PRH1-PRR4_2,0,0,0,0,0,0,0,0
PRH1-TAS2R14,0,0,0,0,0,0,0,0
PRH1-TAS2R14_1,0,0,0,0,0,0,0,0
PRH1-TAS2R14_2,0,0,0,0,0,0,0,0
PRH2,0,0,0,0,0,0,0,0
PRH2_1,1,0,0,0,0,0,0,0
PRH2_2,0,0,0,0,0,0,0,0
PRICKLE1,2,2,1,2,1,1,14,8
PRICKLE2,0,0,1,0,1,0,3,0
PRICKLE2-AS1,0,0,0,0,0,0,0,0
PRICKLE2-AS2,0,0,0,0,0,0,0,0
PRICKLE2-AS3,0,0,0,0,0,1,0,0
PRICKLE2-DT,0,0,0,0,0,0,0,0
PRICKLE3,56,42,21,23,60,104,166,87
PRICKLE4,4,4,3,1,16,14,21,16
PRIM1,114,105,68,48,18,10,55,9
PRIM2,5,1,6,2,7,6,21,4
PRIMA1,0,0,0,0,0,0,0,0
PRIMA1_1,0,0,0,0,1,0,0,0
PRIMPOL,9,12,7,3,18,18,28,8
PRKAA1,630,544,324,290,994,949,1554,862
PRKAA2,0,0,2,1,0,2,1,0
PRKAB1,256,263,175,171,460,483,907,593
PRKAB2,63,40,45,27,166,115,339,131
PRKACA,2,0,1,0,1,1,1,0
PRKACA_1,0,0,0,0,0,0,0,0
PRKACB,45,24,77,25,128,62,540,93
PRKACG,1,0,1,0,3,4,6,3
PRKAG1,316,357,196,148,858,1006,1214,631
PRKAG2,363,327,191,192,809,850,1110,722
PRKAG2-AS1,5,3,1,0,16,22,36,14
PRKAG2-AS2,86,78,36,31,587,381,542,311
PRKAG3,2,11,0,3,22,53,13,8
PRKAR1A,3716,3240,1870,1710,13121,10110,15469,9322
PRKAR1B,15,5,23,3,25,16,112,15
PRKAR1B-AS1,12,3,18,16,13,15,90,92
PRKAR1B-AS2,0,0,0,0,0,0,1,0
PRKAR2A,198,264,123,107,257,304,453,226
PRKAR2A-AS1,2,1,3,1,3,2,10,4
PRKAR2B,5,11,2,2,8,13,15,4
PRKAR2B_1,0,0,0,0,0,0,0,0
PRKAR2B-AS1,0,0,0,0,0,0,0,0
PRKCA,58,23,45,8,130,60,290,37
PRKCA-AS1,0,0,0,0,0,0,0,0
PRKCB,450,860,379,325,1080,2566,2742,1547
PRKCD,6571,6040,3404,3459,19009,23593,24202,17521
PRKCE,101,47,53,73,210,115,356,194
PRKCE-AS1,0,0,0,0,1,0,0,0
PRKCG,4,6,0,0,4,11,5,2
PRKCH,599,714,905,497,2320,2661,5517,2163
PRKCH-AS1,3,5,18,4,21,11,96,9
PRKCI,271,189,99,88,1000,798,893,675
PRKCQ,56,43,71,28,143,98,443,116
PRKCQ-AS1,24,15,24,2,68,37,151,21
PRKCSH,640,916,594,317,1278,2175,2701,1006
PRKCZ,91,51,73,40,190,128,336,120
PRKCZ-AS1,25,12,11,17,43,35,57,27
PRKCZ-DT,0,0,0,0,0,0,0,0
PRKD1,0,0,0,0,0,0,0,0
PRKD2,1309,1274,680,697,5768,5684,6078,4581
PRKD3,768,548,333,352,1400,836,1336,871
PRKD3-DT,3,1,1,1,3,2,1,2
PRKDC,1316,1367,1374,868,1387,1280,5988,1503
PRKG1,0,4,0,1,0,0,0,2
PRKG1-AS1,0,0,0,0,0,0,0,0
PRKG2,0,2,1,0,0,2,10,0
PRKG2-AS1,0,0,0,0,0,0,0,0
PRKN,1,0,1,0,1,2,4,1
PRKRA,62,64,51,38,56,46,114,18
PRKRIP1,6,8,5,4,11,21,30,15
PRKX,150,43,145,73,382,136,485,169
PRKX-AS1,1,0,0,0,0,0,0,1
PRKXP1,42,19,41,5,190,32,316,22
PRKY,2,0,70,35,3,0,521,161
PRL,0,0,0,0,1,0,2,0
PRLH,0,0,0,0,0,0,0,0
PRLHR,0,0,0,0,1,0,0,0
PRLR,4,0,0,0,4,0,2,0
PRM1,0,0,0,0,0,0,0,0
PRM2,0,0,0,0,0,0,0,0
PRM3,0,0,0,0,0,0,0,0
PRMT1,177,153,143,106,197,171,505,143
PRMT2,674,403,622,390,1293,805,2648,996
PRMT3,64,78,34,44,35,47,84,49
PRMT5,52,39,46,24,56,43,124,36
PRMT5-AS1,0,0,0,1,0,1,5,1
PRMT5-DT,2,1,1,2,3,7,16,4
PRMT6,14,10,11,6,34,15,59,16
PRMT7,16,16,30,12,33,24,178,19
PRMT8,2,0,1,0,1,0,1,0
PRMT9,83,70,49,79,75,50,123,74
PRNCR1,12,4,8,8,8,14,17,14
PRND,0,2,0,0,0,0,0,0
PRNP,1767,3133,888,1203,522,944,728,330
PRNT,0,0,0,0,0,0,0,0
PRO1804,3,0,2,1,0,0,1,0
PROB1,0,1,0,0,1,0,5,1
PROC,4,10,2,1,4,51,35,8
PROCA1,15,9,16,13,52,34,95,50
PROCR,4,4,1,1,5,10,27,9
PRODH,1,3,2,7,0,1,1,0
PRODH2,0,1,0,0,1,1,0,0
PROK1,0,0,0,0,0,0,0,0
PROK2,551,761,442,484,213,805,547,263
PROKR1,1,2,0,0,1,2,2,1
PROKR2,1,13,1,2,1,50,7,12
PROM1,0,0,0,0,0,0,0,0
PROM2,0,0,0,0,0,0,0,0
PROM2_1,0,0,0,0,0,0,0,0
PROP1,0,0,0,0,0,0,0,0
PROP1_1,0,0,0,0,0,0,0,0
PROP1_2,0,0,0,0,0,0,0,0
PRORP,14,9,5,5,40,18,58,21
PRORP-PSMA6,0,0,0,0,0,0,0,0
PRORSD1P,3,12,2,6,19,13,33,29
PRORY,0,0,0,0,0,0,1,0
PROS1,0,1,0,0,3,4,2,4
PROSER1,116,89,88,53,204,91,413,113
PROSER2,7,4,3,1,17,8,31,35
PROSER2-AS1,0,0,0,0,0,0,0,0
PROSER3,62,43,35,15,138,138,201,93
PROX1,0,0,1,0,1,2,4,0
PROX1-AS1,0,0,0,0,0,0,0,0
PROX2,3,2,2,0,10,5,28,4
PROZ,0,0,0,0,1,0,1,0
PRPF18,313,214,147,144,711,647,1031,717
PRPF19,190,236,189,104,179,137,512,113
PRPF19-DT,12,9,6,10,22,36,41,22
PRPF3,484,374,294,289,1521,1303,1807,1321
PRPF31,0,0,1,0,1,0,3,2
PRPF31_1,0,0,0,0,0,0,0,0
PRPF31_2,0,0,0,0,0,0,0,0
PRPF31_3,0,0,0,0,0,0,0,0
PRPF31_4,0,0,0,0,0,0,0,0
PRPF31_5,0,0,0,0,0,0,0,0
PRPF31_6,0,0,0,0,0,0,0,0
PRPF31_7,0,0,0,0,0,0,1,0
PRPF31_8,0,0,0,0,0,0,0,0
PRPF31_9,0,0,0,0,0,0,0,0
PRPF31-AS1,0,0,0,0,0,0,0,0
PRPF31-AS1_1,0,0,0,0,0,0,0,0
PRPF31-AS1_2,0,0,0,0,0,0,0,0
PRPF31-AS1_3,0,0,0,0,0,0,0,0
PRPF31-AS1_4,0,0,0,0,0,0,0,0
PRPF31-AS1_5,0,0,0,0,0,0,0,0
PRPF31-AS1_6,0,0,0,0,0,0,0,0
PRPF31-AS1_7,0,0,0,0,0,0,0,0
PRPF31-AS1_8,0,0,0,0,0,0,0,0
PRPF31-AS1_9,0,0,0,0,0,0,0,0
PRPF38A,734,549,418,369,1103,711,1186,696
PRPF38B,660,529,433,339,1633,1448,2883,1372
PRPF39,159,132,98,54,235,153,437,175
PRPF39-DT,0,0,1,0,0,0,0,0
PRPF4,360,381,205,184,293,230,402,204
PRPF40A,1640,894,589,568,2405,1348,2504,1513
PRPF40B,8,7,10,5,115,59,132,43
PRPF4B,1055,624,501,369,1221,755,1981,886
PRPF6,459,494,315,265,976,1211,1905,998
PRPF8,0,0,0,0,0,0,0,0
PRPF8_1,0,1,0,1,0,0,5,0
PRPH,0,0,0,0,0,1,0,0
PRPH2,2,1,1,1,2,9,4,6
PRPS1,69,53,66,33,109,71,273,63
PRPS1L1,0,0,0,0,0,1,0,0
PRPS2,120,170,100,50,54,20,101,16
PRPSAP1,829,522,342,320,2725,1919,3185,1521
PRPSAP2,35,36,48,26,92,83,188,78
PRR11,5,4,5,6,42,59,94,56
PRR12,63,34,79,22,198,121,538,97
PRR13,1053,983,599,437,2943,3821,4058,2320
PRR14,1559,1238,1012,750,5374,3630,4378,2887
PRR14L,722,751,445,416,1308,1473,2445,1462
PRR15,0,0,0,0,0,0,0,0
PRR15-DT,0,0,0,0,1,0,1,0
PRR15L,0,0,0,0,1,0,5,1
PRR16,1,0,1,0,5,1,2,5
PRR18,0,2,0,0,1,4,1,0
PRR19,0,0,0,0,0,0,0,0
PRR20A,0,0,0,0,0,0,0,0
PRR20B,0,0,0,0,0,0,0,0
PRR20C,0,0,0,0,0,0,0,0
PRR20D,0,0,0,0,0,0,0,0
PRR20E,0,0,0,0,0,0,0,0
PRR20G,0,0,0,0,0,0,0,0
PRR22,3,2,3,1,4,6,14,3
PRR23A,0,0,0,0,0,0,0,0
PRR23B,0,0,0,0,0,0,0,0
PRR23C,0,0,0,0,0,0,0,0
PRR23D1,0,0,0,0,0,0,0,0
PRR23D1_1,0,0,0,0,0,0,1,0
PRR23D1_2,0,0,0,0,0,0,0,0
PRR23D2,0,0,0,0,0,0,0,0
PRR23D2_1,0,0,0,0,0,0,0,0
PRR23E,0,0,0,0,0,0,0,0
PRR27,0,0,0,0,0,0,0,0
PRR27_1,0,0,0,0,0,0,0,0
PRR29,9,6,10,5,42,30,65,32
PRR29-AS1,0,0,0,0,0,0,3,0
PRR3,0,0,0,0,0,0,0,0
PRR3_1,0,0,0,0,0,0,0,0
PRR3_2,0,0,0,0,0,0,0,0
PRR3_3,0,0,0,0,0,0,0,0
PRR3_4,0,0,0,0,0,0,0,0
PRR3_5,0,0,0,0,0,0,0,0
PRR3_6,0,0,0,0,0,0,0,0
PRR30,0,0,0,0,0,0,0,0
PRR32,0,0,0,0,0,0,0,0
PRR33,0,0,0,0,0,0,1,0
PRR33_1,0,0,0,0,2,0,1,0
PRR34,2,0,1,0,1,5,4,1
PRR34-AS1,2,3,1,4,4,11,7,2
PRR35,0,0,0,0,1,0,0,0
PRR36,0,1,0,0,0,0,0,0
PRR4,0,0,0,0,0,0,0,0
PRR4_1,0,0,0,0,0,0,0,0
PRR4_2,0,0,0,0,0,0,0,0
PRR5,11,8,12,1,32,13,95,13
PRR5-ARHGAP8,0,0,0,0,0,0,0,0
PRR5L,2240,1790,1242,871,13116,12469,17035,11094
PRR7,919,1279,489,559,1195,1725,1150,704
PRR7-AS1,18,14,6,11,38,56,58,28
PRR9,0,0,0,0,0,0,0,0
PRRC1,177,119,89,80,117,85,231,76
PRRC2A,0,0,0,20,0,1,1,1
PRRC2A_1,0,0,0,0,0,0,0,0
PRRC2A_2,0,1,0,1,0,1,0,0
PRRC2A_3,0,0,0,2,0,0,0,0
PRRC2A_4,61,29,1,40,215,80,0,195
PRRC2A_5,0,0,0,0,0,0,3,13
PRRC2A_6,0,0,0,0,0,1,1,0
PRRC2B,1376,1475,1063,757,1514,1173,3788,1251
PRRC2C,6732,4128,3623,3294,15988,7845,16910,9721
PRRG1,0,1,1,0,1,2,0,1
PRRG2,3,1,1,1,3,4,12,3
PRRG3,0,0,0,0,0,0,0,0
PRRG4,652,287,287,203,1686,306,943,762
PRRT1,0,0,0,0,0,0,0,0
PRRT1_1,0,0,0,0,0,0,0,0
PRRT1_2,0,0,0,0,0,0,0,0
PRRT1_3,0,0,0,0,0,0,0,0
PRRT1_4,0,0,0,0,0,0,0,0
PRRT1_5,0,0,0,0,0,0,0,0
PRRT1_6,0,0,0,0,0,0,0,0
PRRT1_7,0,0,0,0,0,0,0,0
PRRT1B,8,17,8,6,29,54,66,14
PRRT2,1,4,8,4,7,7,16,2
PRRT3,24,60,44,33,45,85,144,51
PRRT3-AS1,1,4,1,2,3,1,5,2
PRRT4,27,19,11,8,15,58,48,13
PRRX1,2,0,1,2,0,0,0,0
PRRX2,2,0,0,0,1,1,9,2
PRRX2-AS1,0,1,0,0,1,2,1,0
PRSS1,0,0,0,0,0,0,0,0
PRSS1_1,0,0,0,0,0,0,0,0
PRSS12,1,0,4,0,0,0,1,0
PRSS16,1,0,0,0,3,0,1,0
PRSS2,0,0,0,0,0,0,0,0
PRSS2_1,0,0,0,0,0,0,0,0
PRSS21,5,6,2,0,11,12,21,5
PRSS21_1,0,0,0,0,0,0,0,0
PRSS22,0,0,0,0,0,0,0,0
PRSS22_1,0,0,0,0,0,0,0,0
PRSS23,0,0,5,2,4,3,27,8
PRSS23-AS1,0,0,0,0,0,0,0,0
PRSS27,2,8,4,4,2,1,1,1
PRSS3,0,1,0,0,0,0,1,0
PRSS30P,0,0,0,0,0,0,0,0
PRSS30P_1,0,0,0,0,0,0,0,0
PRSS33,82,118,84,117,252,271,483,441
PRSS35,2,1,3,0,15,2,12,0
PRSS36,24,40,18,17,23,66,83,35
PRSS37,0,0,0,0,0,1,0,0
PRSS38,0,0,0,0,0,0,0,0
PRSS3P2,0,0,0,0,0,0,0,0
PRSS40A,0,0,0,0,0,0,0,0
PRSS40B,0,0,0,0,0,0,0,0
PRSS41,4,9,4,5,17,19,42,49
PRSS42P,0,0,0,0,0,0,0,0
PRSS43P,0,0,0,0,0,0,0,0
PRSS44P,0,0,0,0,0,0,0,0
PRSS45P,0,0,0,0,0,0,0,0
PRSS46P,0,0,0,0,0,0,0,0
PRSS48,0,0,0,0,0,0,0,0
PRSS48_1,0,0,0,0,0,0,0,0
PRSS50,0,0,0,0,0,0,0,0
PRSS51,0,0,0,0,0,0,2,1
PRSS51_1,0,0,0,0,0,0,0,0
PRSS53,64,81,42,44,52,90,115,60
PRSS54,0,0,0,0,0,0,0,0
PRSS55,0,1,0,0,0,1,0,1
PRSS55_1,0,1,0,0,0,0,0,0
PRSS56,0,0,0,0,0,0,0,0
PRSS57,0,0,0,0,0,0,0,0
PRSS58,0,0,0,0,0,0,0,0
PRSS58_1,0,0,0,0,0,1,0,0
PRSS59P,0,0,0,0,0,0,0,0
PRSS59P_1,0,0,0,0,0,0,0,0
PRSS8,8,11,5,0,4,17,22,8
PRTFDC1,0,1,2,0,1,2,0,1
PRTG,1,0,0,2,0,0,1,0
PRTN3,0,0,0,0,0,0,0,0
PRTN3_1,0,0,0,0,0,0,0,0
PRUNE1,98,99,71,47,190,333,508,204
PRUNE2,6,4,0,2,19,8,13,28
PRX,6,7,7,2,3,15,25,1
PRXL2A,6,0,7,1,8,2,19,1
PRXL2B,0,0,1,1,0,0,5,0
PRXL2B_1,0,0,0,0,0,0,0,0
PRXL2C,79,68,40,48,30,32,46,40
PRY,0,0,1,0,0,0,0,0
PRY2,0,0,0,0,0,0,0,0
PSAP,40747,27583,15487,15578,88174,78833,65446,49021
PSAPL1,0,0,0,0,0,0,0,0
PSAT1,10,3,6,3,8,6,26,7
PSCA,0,0,0,0,0,0,0,0
PSD,46,32,41,24,211,75,191,100
PSD2,0,0,1,0,0,0,4,0
PSD2-AS1,0,0,0,0,0,0,0,0
PSD3,7,2,3,1,16,4,15,9
PSD4,2026,1926,1022,999,7723,6912,8897,4956
PSEN1,6222,5037,3489,3153,19910,13716,20451,12965
PSEN2,7,6,14,6,12,12,81,21
PSENEN,161,258,115,133,456,729,597,549
PSG1,0,0,0,0,0,0,0,0
PSG10P,0,0,0,0,0,0,0,0
PSG11,0,0,0,0,0,0,0,0
PSG11-AS1,0,0,0,0,1,0,0,0
PSG2,0,0,0,0,0,0,0,0
PSG3,0,0,0,0,0,0,0,0
PSG4,1,0,0,0,0,0,0,0
PSG5,1,0,0,0,0,0,0,0
PSG6,0,0,0,0,0,0,0,0
PSG7,0,0,0,0,0,0,0,1
PSG8,0,0,0,0,0,0,0,0
PSG8-AS1,0,0,0,0,0,0,0,0
PSG9,0,0,0,0,1,0,0,0
PSIP1,500,585,249,258,194,236,553,175
PSKH1,50,90,54,39,104,156,338,148
PSKH2,0,0,0,0,0,0,0,0
PSLNR,0,0,0,0,0,0,0,0
PSMA1,809,562,375,356,1629,1302,2039,1192
PSMA2,196,235,193,111,369,318,634,377
PSMA3,393,235,186,147,860,490,912,604
PSMA3-AS1,1248,935,629,618,3166,2387,3473,2505
PSMA4,527,445,266,245,1403,1427,1887,1252
PSMA5,199,199,127,97,412,554,854,490
PSMA6,129,146,65,51,742,540,576,353
PSMA7,731,947,521,489,824,1558,1501,774
PSMA8,0,0,0,0,2,0,1,0
PSMB1,453,546,314,303,1203,1736,1825,1394
PSMB10,396,377,241,206,1329,1403,1896,1610
PSMB11,0,0,2,0,0,0,2,0
PSMB2,102,111,71,62,242,231,379,194
PSMB3,0,0,0,0,0,0,0,0
PSMB3_1,0,0,0,24,1,3,1,2
PSMB4,1084,981,609,525,4073,3452,4015,2943
PSMB5,43,45,40,20,73,72,143,68
PSMB6,269,512,200,206,221,498,496,328
PSMB7,80,85,57,53,134,203,295,180
PSMB8,0,0,0,0,0,0,1,0
PSMB8_1,0,0,0,0,0,0,0,0
PSMB8_2,0,0,0,0,0,0,0,0
PSMB8_3,0,0,0,0,0,0,0,0
PSMB8_4,0,0,0,0,0,0,0,0
PSMB8_5,0,0,0,0,0,0,0,0
PSMB8_6,0,0,1,0,1,0,0,0
PSMB8_7,0,0,0,0,0,0,0,0
PSMB8-AS1,0,0,0,0,0,0,1,0
PSMB8-AS1_1,0,0,0,0,0,0,0,0
PSMB8-AS1_2,0,0,0,0,0,0,0,0
PSMB8-AS1_3,0,0,0,0,0,0,0,0
PSMB8-AS1_4,0,0,0,0,0,0,0,0
PSMB8-AS1_5,0,0,0,0,0,0,0,0
PSMB8-AS1_6,0,0,0,0,0,0,0,0
PSMB8-AS1_7,0,0,0,0,1,0,0,0
PSMB9,0,0,0,0,0,0,0,0
PSMB9_1,0,0,1,0,0,1,0,1
PSMB9_2,0,0,0,0,7,0,1,0
PSMB9_3,0,0,0,0,0,0,0,0
PSMB9_4,0,0,0,0,0,0,0,0
PSMB9_5,0,1,1,0,1,0,1,1
PSMB9_6,0,0,0,0,0,0,0,0
PSMB9_7,0,0,0,0,0,0,0,0
PSMC1,101,132,79,53,190,326,371,234
PSMC2,89,68,86,46,193,226,398,175
PSMC3,197,232,177,113,295,295,502,234
PSMC3IP,103,99,58,34,18,19,48,15
PSMC4,0,0,0,0,0,36,0,0
PSMC4_1,0,0,0,0,0,0,0,0
PSMC5,207,181,148,106,265,345,710,286
PSMC6,219,157,123,111,504,399,736,397
PSMD1,394,377,202,210,610,910,978,605
PSMD10,54,21,30,20,123,68,197,116
PSMD11,371,295,231,216,620,716,1035,606
PSMD12,227,190,122,90,329,398,551,312
PSMD13,503,697,355,249,1542,2434,2634,1691
PSMD14,35,15,24,8,61,30,118,25
PSMD14-DT,6,2,6,2,17,5,20,5
PSMD2,1050,1178,631,527,1314,1600,2277,1174
PSMD3,155,185,134,84,341,465,621,282
PSMD4,1013,943,508,420,2674,3635,3478,2108
PSMD5,334,304,190,197,261,297,470,208
PSMD6,270,233,172,110,718,922,1172,653
PSMD6-AS2,28,43,24,24,62,75,117,64
PSMD7,529,675,356,325,673,1355,1345,762
PSMD7-DT,0,0,0,0,0,0,0,0
