Geneid,RH_1,RH_2,RH_3,RH_4,LPS_1,LPS_2,LPS_3,LPS_4
DEFB1_1,0,0,0,0,0,0,0,0
DEFB103A,0,0,0,0,0,0,0,0
DEFB103A_1,0,0,0,0,0,0,0,0
DEFB103B,0,0,0,0,0,0,0,0
DEFB103B_1,0,0,0,0,0,0,0,0
DEFB103B_2,0,0,0,0,0,0,0,0
DEFB104A,0,0,0,0,0,0,0,0
DEFB104A_1,0,0,0,0,0,0,0,0
DEFB104B,0,0,0,0,0,0,0,0
DEFB104B_1,0,0,0,0,0,0,0,0
DEFB104B_2,0,0,0,0,0,0,0,0
DEFB105A,0,0,0,0,0,0,0,0
DEFB105A_1,0,0,0,0,0,0,0,0
DEFB105B,0,0,0,0,0,0,0,0
DEFB105B_1,0,0,0,0,0,0,0,0
DEFB105B_2,0,0,0,0,0,0,0,0
DEFB106A,0,0,0,0,0,0,0,0
DEFB106A_1,0,0,0,0,0,0,0,0
DEFB106B,0,0,0,0,0,0,0,0
DEFB106B_1,0,0,0,0,0,0,0,0
DEFB106B_2,0,0,0,0,0,0,0,0
DEFB107A,0,0,0,0,0,0,0,0
DEFB107A_1,0,0,0,0,0,0,0,0
DEFB107B,0,0,0,0,0,0,0,0
DEFB107B_1,0,0,0,0,0,0,0,0
DEFB107B_2,0,0,0,0,0,0,0,0
DEFB108B,0,0,0,0,0,0,0,0
DEFB109A,0,0,0,0,0,0,0,0
DEFB109B,0,0,0,0,0,0,0,0
DEFB109B_1,0,0,0,0,0,0,0,0
DEFB110,0,0,0,0,0,0,0,0
DEFB112,0,0,0,0,0,0,0,0
DEFB113,0,0,0,0,0,0,0,0
DEFB114,0,0,0,0,0,0,0,0
DEFB115,0,0,0,0,0,0,0,0
DEFB116,0,0,0,0,0,0,0,0
DEFB118,0,0,0,0,0,0,0,0
DEFB119,0,0,0,0,0,0,0,0
DEFB121,1,0,0,0,0,0,0,0
DEFB122,0,0,0,0,0,0,0,0
DEFB123,0,0,0,1,0,0,0,0
DEFB124,0,0,0,0,0,0,2,0
DEFB125,0,0,0,0,0,0,0,0
DEFB126,0,0,0,0,0,0,0,0
DEFB127,0,0,0,0,0,0,0,0
DEFB128,0,0,0,0,0,0,0,0
DEFB129,0,0,0,0,0,0,0,0
DEFB130A,0,0,0,0,0,0,0,0
DEFB130A_1,0,0,0,0,0,0,0,0
DEFB130B,0,0,0,0,0,0,0,0
DEFB131A,0,0,0,0,0,0,0,0
DEFB131B,0,1,0,0,0,0,0,0
DEFB132,0,0,0,0,0,0,0,0
DEFB133,0,0,0,0,0,0,0,0
DEFB134,0,0,0,0,0,0,0,0
DEFB134_1,0,0,0,0,0,0,0,0
DEFB135,0,0,0,0,0,0,0,0
DEFB135_1,0,0,0,0,0,0,0,0
DEFB136,0,0,0,0,0,0,0,0
DEFB136_1,0,0,0,0,0,0,0,0
DEFB4A,0,0,0,0,0,0,0,0
DEFB4A_1,0,0,0,0,0,0,0,0
DEFB4B,0,0,0,0,0,0,0,0
DEFB4B_1,0,0,0,0,0,0,0,0
DEFB4B_2,0,0,0,0,0,0,0,0
DEFT1P,0,0,0,0,0,0,0,0
DEFT1P_1,0,0,1,0,0,0,0,0
DEFT1P2,0,0,0,0,0,0,0,0
DEFT1P2_1,0,0,0,0,0,0,0,0
DEGS1,486,591,377,310,977,507,1042,501
DEGS2,6,5,4,0,2,1,3,1
DEK,4103,3909,2835,2286,1668,1003,1899,1113
DELE1,243,263,259,138,1159,1068,1590,952
DELEC1,0,0,0,0,0,0,0,1
DENND10,471,722,365,272,33,97,115,51
DENND10P1,60,67,21,27,13,9,12,7
DENND11,0,0,0,0,1,0,0,0
DENND11_1,0,0,0,0,0,0,0,0
DENND1A,83,144,83,91,221,442,304,315
DENND1B,76,33,57,42,162,64,188,98
DENND1C,629,810,612,328,2334,1800,2951,1284
DENND2A,0,0,0,0,0,0,1,0
DENND2B,0,2,2,0,3,9,5,2
DENND2B-AS1,0,0,0,0,0,0,0,0
DENND2C,5,16,6,10,9,5,13,7
DENND2D,94,51,403,73,641,564,2216,400
DENND3,9358,8738,7045,6108,14678,23649,25546,15931
DENND3-AS1,106,74,78,66,374,424,595,388
DENND4A,470,203,1136,218,15433,3925,9051,6969
DENND4B,1442,1403,1662,1104,4538,4887,7049,3671
DENND4C,146,146,150,108,445,440,639,365
DENND5A,11568,12340,13176,7431,90876,58329,81440,58215
DENND5B,3,3,9,3,12,17,44,15
DENND5B-AS1,0,0,0,0,0,0,0,0
DENND6A,420,445,292,229,205,212,321,155
DENND6A-DT,0,0,0,0,1,0,0,0
DENND6B,0,1,1,1,16,8,36,2
DENR,166,227,155,128,319,424,585,271
DEPDC1,1,0,0,0,2,0,0,0
DEPDC1-AS1,0,0,0,0,0,0,0,0
DEPDC1B,1,0,0,0,4,2,4,2
DEPDC4,12,6,6,3,79,22,44,25
DEPDC5,115,155,143,103,129,87,254,87
DEPDC7,19,59,18,17,14,19,41,5
DEPP1,2,0,4,1,18,9,8,5
DEPTOR,0,1,1,0,0,3,2,0
DERA,68,127,84,54,26,23,58,20
DERL1,390,449,354,218,652,540,978,558
DERL2,289,331,248,130,1180,1026,1208,764
DERL3,0,0,0,0,0,0,0,0
DERL3_1,0,0,0,0,0,0,0,0
DERPC,0,0,0,0,0,0,0,0
DES,0,0,0,0,0,0,0,0
DESI1,92,215,111,67,413,591,507,432
DESI2,167,159,143,125,207,180,339,160
DET1,2,0,7,2,10,13,32,11
DEUP1,0,0,0,0,0,0,0,0
DEXI,0,0,0,0,0,0,0,0
DFFA,23,13,55,14,99,44,220,44
DFFB,26,25,23,15,58,54,132,38
DGAT1,0,1,0,0,0,0,0,3
DGAT1_1,0,0,0,0,0,0,0,0
DGAT2,1751,3866,1766,1203,4880,12192,8326,5130
DGAT2-DT,0,0,0,0,0,0,0,0
DGAT2L6,0,0,0,0,0,0,0,0
DGCR11,7,10,4,6,13,12,15,8
DGCR2,457,534,272,209,396,539,981,496
DGCR5,4,12,4,1,8,17,14,10
DGCR6,71,65,91,67,3,2,20,9
DGCR6L,23,47,38,14,25,40,88,22
DGCR8,587,985,750,612,137,100,440,83
DGKA,500,581,537,215,1345,1401,3159,782
DGKB,0,0,0,0,0,0,0,0
DGKD,952,1683,721,591,640,1054,1865,660
DGKD_1,1,0,0,0,0,0,0,0
DGKE,23,22,41,5,61,32,187,19
DGKG,57,55,17,39,20,38,41,28
DGKH,7,2,11,11,72,20,66,10
DGKI,0,0,0,0,0,2,3,0
DGKK,0,0,2,0,0,0,4,0
DGKQ,80,72,273,75,169,118,1003,231
DGKZ,406,593,361,216,827,2424,2950,1099
DGLUCY,422,432,340,216,635,1285,1562,984
DGUOK,124,180,109,66,346,358,504,283
DGUOK-AS1,2,4,1,0,12,8,14,4
DHCR24,8,6,25,2,2,3,46,7
DHCR24-DT,0,0,0,0,0,0,0,0
DHCR7,86,227,96,76,94,65,137,49
DHCR7-DT,5,5,9,5,16,3,23,8
DHDDS,80,144,112,82,121,142,201,83
DHDDS-AS1,3,6,1,1,4,9,12,3
DHDH,4,0,1,2,1,3,2,3
DHFR,4,3,8,3,8,9,28,11
DHFR2,15,22,18,8,50,70,116,44
DHFRP3,0,0,0,0,0,0,0,0
DHH,1,0,0,2,0,2,2,0
DHODH,8,5,12,5,25,15,56,15
DHPS,71,73,112,44,145,141,424,139
DHRS1,0,0,0,0,0,0,0,0
DHRS1_1,0,0,0,0,0,0,0,0
DHRS11,0,0,0,0,0,0,0,0
DHRS11_1,0,0,0,0,0,0,0,0
DHRS12,56,64,74,29,246,171,319,132
DHRS13,346,487,369,171,3287,1266,2755,1452
DHRS2,0,1,3,0,0,0,6,2
DHRS3,13,11,55,1,65,34,221,12
DHRS4,0,0,0,0,0,0,0,0
DHRS4_1,0,0,0,0,0,1,0,0
DHRS4-AS1,0,0,0,0,0,0,0,0
DHRS4-AS1_1,0,0,0,0,0,0,0,0
DHRS4L1,0,0,0,0,0,0,0,0
DHRS4L1_1,0,0,0,0,0,0,0,0
DHRS4L2,0,0,0,0,0,0,1,0
DHRS4L2_1,0,0,0,0,0,0,0,0
DHRS7,1345,1938,719,504,2147,5455,3985,1621
DHRS7B,27,35,44,29,137,130,214,139
DHRS7C,0,0,0,0,0,0,0,0
DHRS9,11,16,15,22,9,94,75,49
DHRSX,0,0,0,0,0,0,0,0
DHRSX_1,0,0,0,1,0,0,9,1
DHTKD1,158,143,85,101,138,154,219,200
DHX15,733,843,719,466,1216,1003,1900,993
DHX16,0,0,0,0,0,0,0,0
DHX16_1,0,0,0,0,0,0,1,0
DHX16_2,0,0,0,0,0,0,0,0
DHX16_3,0,0,0,0,0,0,0,1
DHX16_4,0,0,1,0,0,0,0,0
DHX16_5,0,0,1,0,0,0,0,0
DHX16_6,0,0,0,0,0,0,0,0
DHX16_7,0,0,0,0,0,0,0,17
DHX29,45,52,71,35,147,114,281,141
DHX30,49,38,104,16,189,81,536,105
DHX32,3,5,9,2,29,12,49,9
DHX33,40,49,60,28,110,73,236,63
DHX33-DT,0,0,0,0,0,0,0,0
DHX34,2086,2602,1795,1716,2311,5768,5076,3370
DHX35,13,23,36,14,30,30,128,20
DHX36,88,85,104,36,574,300,541,298
DHX36_1,1,0,1,0,0,1,0,0
DHX37,9,17,40,12,70,40,201,29
DHX38,429,446,537,304,1729,1322,2375,1454
DHX40,451,435,481,237,1250,944,1430,1023
DHX57,8,10,26,13,46,7,103,39
DHX58,36,31,55,25,1045,331,1161,464
DHX8,504,547,532,323,2329,2402,3614,2346
DHX9,995,1084,989,672,1240,1256,2571,1226
DHX9-AS1,16,25,34,26,44,200,131,107
DIABLO,91,133,184,96,331,341,451,250
DIAPH1,2905,5233,3082,2308,5379,7116,8683,4087
DIAPH1-AS1,1,1,1,1,2,2,3,2
DIAPH2,17,14,13,9,102,67,79,50
DIAPH2-AS1,0,0,0,0,0,0,1,0
DIAPH3,0,0,0,0,0,0,2,0
DIAPH3-AS1,0,0,0,0,0,0,0,0
DIAPH3-AS2,0,0,0,0,0,0,0,0
DICER1,1407,1072,584,539,9650,4246,8226,5517
DICER1-AS1,0,2,1,0,11,32,25,7
DIDO1,765,1018,887,581,1488,1923,3129,1734
DIMT1,20,16,45,9,39,15,63,10
DINOL,0,2,0,0,3,3,3,4
DIO1,1,2,1,0,1,1,1,0
DIO2,0,0,0,0,0,0,0,0
DIO2-AS1,0,0,0,0,0,0,0,0
DIO3,0,0,0,0,0,0,0,0
DIO3OS,0,0,0,0,1,0,0,0
DIP2A,390,503,602,286,1055,492,1720,579
DIP2A-IT1,2,3,0,1,3,1,0,1
DIP2B,1031,783,918,686,2286,2073,3443,2119
DIP2C,4,1,3,0,9,3,15,0
DIP2C-AS1,0,0,0,0,0,0,0,0
DIPK1A,9,7,25,7,32,13,142,33
DIPK1B,0,1,0,0,2,0,2,2
DIPK1C,0,0,0,0,0,0,0,0
DIPK2A,700,739,303,382,65,57,148,92
DIPK2B,1,2,0,0,7,5,0,0
DIRAS1,2,2,3,1,1,5,3,0
DIRAS2,0,2,0,0,0,1,0,0
DIRAS3,0,0,0,0,0,0,0,0
DIRC1,0,0,0,0,0,0,0,0
DIRC3,0,0,0,1,1,0,2,0
DIRC3-AS1,0,0,0,0,0,0,0,0
DIS3,249,198,229,112,558,403,878,395
DIS3L,78,64,79,52,68,31,202,47
DIS3L2,6,6,40,4,26,18,114,17
DIS3L-AS1,0,0,0,0,0,0,0,1
DIS3L-AS1_1,0,0,0,0,0,0,0,0
DISC1,0,0,1,0,5,3,3,1
DISC1FP1,0,0,0,0,0,0,0,0
DISC1-IT1,0,0,0,0,1,0,0,0
DISC2,0,0,0,0,0,0,0,0
DISP1,4,6,6,2,14,8,48,10
DISP2,5,4,6,3,8,6,5,6
DISP3,2,0,2,0,2,0,6,3
DIXDC1,7,4,2,5,17,65,24,9
DKC1,410,618,345,293,301,443,625,257
DKFZP434A062,0,0,0,0,0,0,0,0
DKFZp434L192,0,0,0,0,0,0,0,0
DKFZp451B082,0,0,0,0,0,0,1,0
DKFZP586I1420,51,65,43,40,127,55,150,49
DKK1,0,0,0,0,0,0,0,0
DKK2,0,0,0,0,0,0,0,0
DKK3,4,5,4,6,30,6,42,4
DKK4,0,0,0,0,1,1,1,2
DKKL1,0,0,0,0,0,0,0,0
DLAT,9,11,15,9,42,16,101,18
DLC1,0,0,0,0,0,0,0,0
DLC1_1,0,0,1,1,0,0,0,0
DLD,190,195,182,118,690,601,960,626
DLEC1,62,69,145,30,4243,3115,4530,3028
DLEU1,1,2,5,4,12,6,22,8
DLEU1-AS1,0,0,0,0,0,0,0,0
DLEU2,115,71,73,51,202,171,208,134
DLEU2L,2,4,5,0,1,0,3,3
DLEU7,26,32,19,13,873,398,554,273
DLEU7-AS1,0,0,1,0,3,0,15,0
DLG1,62,59,82,45,199,94,359,115
DLG1-AS1,0,0,0,0,0,0,0,0
DLG2,2,2,0,1,0,3,1,1
DLG2-AS2,0,0,0,0,0,0,0,0
DLG3,7,3,13,11,24,6,62,10
DLG3-AS1,0,0,0,0,0,0,0,0
DLG4,11,2,9,1,21,17,52,8
DLG5,100,30,100,23,128,53,386,71
DLG5-AS1,0,0,0,0,0,0,1,0
DLGAP1,3,3,10,0,1,19,10,7
DLGAP1-AS1,136,129,109,48,455,532,514,249
DLGAP1-AS2,24,43,35,24,150,324,231,148
DLGAP1-AS3,0,0,0,1,0,0,0,0
DLGAP1-AS4,0,0,0,0,0,0,0,0
DLGAP1-AS5,0,0,0,0,0,0,0,0
DLGAP2,0,0,0,0,0,0,0,0
DLGAP2_1,0,0,0,0,0,0,0,0
DLGAP2_2,0,0,0,0,0,0,0,0
DLGAP2_3,0,0,0,0,0,0,0,0
DLGAP2_4,0,0,0,0,0,0,0,0
DLGAP2_5,0,0,0,0,0,0,0,0
DLGAP2-AS1,0,0,0,0,0,0,0,0
DLGAP2-AS1_1,0,0,0,0,0,0,0,0
DLGAP2-AS1_2,0,0,0,0,0,0,0,0
DLGAP2-AS1_3,0,0,0,0,0,0,0,0
DLGAP3,0,2,2,0,2,1,5,1
DLGAP4,450,578,622,314,1111,866,1587,690
DLGAP4-AS1,0,0,3,0,3,2,2,4
DLGAP5,7,0,2,2,8,3,6,1
DLK1,0,0,0,0,0,0,0,0
DLK2,0,3,4,4,5,1,9,1
DLL1,0,0,0,0,0,0,0,0
DLL1_1,0,0,0,0,0,0,0,0
DLL3,0,0,0,0,0,0,0,0
DLL4,2,4,4,5,4,7,16,4
DLST,533,663,775,414,1139,1205,1760,976
DLSTP1,12,4,25,4,33,11,59,7
DLX1,0,0,0,0,0,0,0,0
DLX1_1,0,0,0,0,0,0,0,0
DLX2,0,2,1,3,0,0,1,0
DLX2-DT,0,0,0,0,0,0,0,0
DLX3,1,0,0,0,0,0,0,0
DLX4,0,0,0,0,0,0,1,0
DLX5,0,0,0,0,0,0,0,0
DLX6,0,0,0,0,0,0,0,0
DLX6-AS1,0,0,0,0,0,1,0,0
DM1-AS,0,0,0,0,6,5,0,3
DMAC1,5,3,15,1,18,15,84,14
DMAC2,20,46,48,23,93,95,231,85
DMAC2L,28,21,23,6,31,21,64,41
DMAP1,38,46,70,26,110,106,308,94
DMBT1,0,0,0,0,0,0,0,0
DMBT1L1,5,3,5,3,0,0,0,0
DMBX1,0,0,0,0,0,2,0,0
DMC1,2,3,3,1,1,0,1,0
DMD,1,1,3,1,3,4,11,6
DMGDH,0,0,1,1,1,1,1,0
DMKN,0,0,0,0,1,0,3,0
DMP1,0,0,0,0,0,0,0,0
DMPK,4,14,9,6,109,266,99,177
DMRT1,0,0,0,0,0,0,0,0
DMRT2,2,1,0,0,0,0,0,1
DMRT3,0,0,0,0,1,0,0,0
DMRTA1,0,0,0,0,0,0,0,0
DMRTA2,0,1,0,1,0,0,0,0
DMRTB1,0,0,0,0,1,0,0,0
DMRTC1,0,0,0,0,0,0,0,0
DMRTC1B,1,0,0,0,0,0,0,0
DMRTC2,2,8,18,2,12,36,104,25
DMTF1,570,591,396,350,797,752,1494,755
DMTF1-AS1,3,5,2,1,2,2,4,0
DMTN,2,14,12,0,18,28,23,7
DMWD,8,5,10,3,124,257,122,224
DMXL1,87,72,109,74,470,226,605,286
DMXL1-DT,0,0,0,0,1,0,0,0
DMXL2,1271,847,1879,741,59387,22389,41854,29688
DNA2,10,21,26,6,19,24,38,16
DNAAF1,16,5,33,0,2721,345,527,75
DNAAF10,3,1,8,0,17,4,46,3
DNAAF11,62,457,134,147,58,649,505,281
DNAAF2,10,9,17,3,39,20,67,20
DNAAF3,0,0,0,0,0,0,0,0
DNAAF3-AS1,0,0,0,0,0,0,0,0
DNAAF4,2,2,1,0,0,0,2,1
DNAAF4-CCPG1,0,0,0,0,0,0,0,0
DNAAF5,4,12,22,3,40,22,117,41
DNAAF6,0,0,0,0,0,0,0,0
DNAAF8,0,0,0,0,0,0,1,0
DNAAF9,6,8,10,1,22,21,42,9
DNAH1,250,266,369,168,663,509,1531,516
DNAH10,1,0,1,0,2,2,3,1
DNAH10_1,0,0,0,0,0,0,0,0
DNAH10OS,0,0,0,0,0,0,0,0
DNAH10OS_1,0,0,0,0,0,0,0,0
DNAH11,1,0,1,0,0,4,3,1
DNAH12,0,0,1,0,2,1,3,0
DNAH14,1,2,1,0,1,6,7,2
DNAH17,420,453,799,327,651,361,1437,358
DNAH17-AS1,5,3,15,8,13,5,13,5
DNAH2,1,0,0,1,9,9,4,5
DNAH3,0,2,0,1,2,0,1,2
DNAH5,0,0,0,0,0,0,1,0
DNAH6,0,0,0,2,4,0,1,0
DNAH7,4,5,3,1,8,7,12,6
DNAH8,0,0,0,0,0,0,6,0
DNAH8-AS1,0,0,0,0,0,0,0,0
DNAH8-DT,0,0,0,0,0,0,0,0
DNAH9,0,0,0,0,1,0,0,0
DNAI1,0,0,0,0,0,0,0,0
DNAI2,0,0,1,0,1,0,1,0
DNAI3,0,0,0,0,0,0,1,0
DNAI4,0,1,0,0,1,0,1,0
DNAI7,12,6,4,4,13,17,29,17
DNAJA1,1051,1140,1148,661,12385,3754,7392,6165
DNAJA1P5,0,0,1,0,0,0,0,0
DNAJA2,593,1165,440,373,2023,4010,3906,2471
DNAJA2-DT,0,0,0,0,3,6,6,1
DNAJA3,0,0,0,0,0,0,0,0
DNAJA3_1,0,0,0,0,3,0,0,0
DNAJA4,35,15,42,16,135,27,270,46
DNAJA4-DT,0,0,0,0,0,0,0,0
DNAJB1,433,574,500,284,994,956,1408,660
DNAJB11,245,320,255,265,1357,876,950,861
DNAJB12,416,534,589,249,2865,2717,3656,2169
DNAJB13,1,0,3,0,2,4,15,0
DNAJB14,209,164,167,115,661,483,855,448
DNAJB2,947,1134,744,603,245,670,854,301
DNAJB3,0,0,0,0,0,0,0,0
DNAJB4,23,32,37,12,152,49,69,39
DNAJB5,4,11,21,4,160,443,277,168
DNAJB5-DT,0,0,0,0,1,0,0,0
DNAJB6,456,562,643,298,2604,2275,4711,2372
DNAJB6P3,0,0,0,0,0,0,1,0
DNAJB7,1,1,1,0,3,2,4,0
DNAJB8,0,0,0,0,0,0,0,0
DNAJB8-AS1,0,0,0,0,0,0,0,0
DNAJB9,1053,1070,692,616,1466,542,1045,301
DNAJC1,98,140,70,83,124,109,209,97
DNAJC10,62,58,94,27,302,440,691,301
DNAJC11,11,16,30,18,58,32,179,38
DNAJC12,0,0,0,0,0,0,0,0
DNAJC13,331,297,241,219,306,441,787,319
DNAJC14,145,183,187,108,426,561,810,483
DNAJC15,9,5,20,2,55,32,183,16
DNAJC16,49,30,73,23,178,165,333,136
DNAJC17,17,10,13,10,39,37,118,33
DNAJC18,0,0,0,0,0,0,0,0
DNAJC18_1,0,0,0,0,0,0,0,0
DNAJC19,7,4,4,3,25,9,61,18
DNAJC2,26,25,45,28,148,110,247,82
DNAJC21,246,395,244,188,161,90,362,100
DNAJC22,0,0,0,0,0,0,0,0
DNAJC24,9,5,14,1,29,10,68,4
DNAJC25,29,30,31,26,87,37,79,22
DNAJC25-GNG10,0,0,0,0,0,0,0,0
DNAJC27,85,66,75,61,64,43,120,49
DNAJC27-AS1,0,3,4,0,4,13,15,6
DNAJC28,0,0,0,0,0,0,0,0
DNAJC28_1,0,0,0,0,0,0,0,0
DNAJC3,595,637,646,477,4736,6521,7274,4800
DNAJC30,6,7,10,3,20,6,45,8
DNAJC3-DT,13,12,22,8,239,244,371,208
DNAJC4,71,114,78,38,175,242,351,153
DNAJC5,913,1719,1235,799,8482,12816,12759,7152
DNAJC5B,0,0,0,0,2,1,4,4
DNAJC5G,0,0,0,0,0,0,0,0
DNAJC6,1,1,2,1,10,10,19,3
DNAJC7,171,194,166,127,605,788,1084,639
DNAJC8,223,250,420,167,863,1117,1276,713
DNAJC8_1,0,0,0,0,0,1,1,2
DNAJC9,397,502,567,300,96,51,144,72
DNAJC9-AS1,3,1,5,2,13,18,17,12
DNAL1,4,8,6,4,23,13,59,3
DNAL4,34,56,40,21,87,118,118,68
DNALI1,0,0,0,0,1,0,1,1
DNASE1,55,58,62,54,156,158,359,168
DNASE1L1,132,278,160,117,1072,2081,1743,1023
DNASE1L2,7,12,8,3,7,21,23,10
DNASE1L3,0,0,7,0,2,1,17,3
DNASE2,120,152,316,249,39,139,894,230
DNASE2B,0,0,0,0,0,0,0,0
DND1,22,37,22,13,56,117,70,36
DNER,0,0,0,0,2,0,0,0
DNHD1,47,67,84,33,150,162,383,103
DNLZ,16,14,13,5,33,11,29,11
DNM1,1,2,2,1,5,1,1,1
DNM1L,43,25,117,30,976,202,761,270
DNM1P35,0,0,0,0,0,0,0,1
DNM1P41,0,0,0,0,0,0,0,0
DNM1P41_1,0,0,0,0,0,0,0,0
DNM1P41_2,0,0,0,0,0,0,0,0
DNM1P46,0,0,1,1,1,1,3,0
DNM1P50,0,0,0,0,0,0,0,0
DNM1P50_1,0,0,0,0,0,0,0,0
DNM1P50_2,0,0,0,0,0,0,0,0
DNM2,3262,3802,3366,1894,4406,4856,9250,3444
DNM3,10,1,2,1,30,11,22,7
DNM3-IT1,0,0,0,0,0,0,0,0
DNM3OS,0,0,0,0,0,0,0,0
DNMBP,710,1010,504,598,128,468,361,162
DNMBP-AS1,0,2,0,0,0,0,0,0
DNMT1,462,618,826,490,295,120,1040,145
DNMT3A,405,421,401,274,2978,1861,2647,2061
DNMT3B,2,0,3,0,9,0,8,0
DNMT3L,0,0,0,0,0,0,0,0
DNMT3L-AS1,0,0,0,0,0,0,1,0
DNPEP,31,19,58,15,121,54,298,63
DNPEP-AS1,0,0,0,0,0,0,0,0
DNPH1,9,7,25,2,38,76,163,27
DNTT,0,0,0,0,1,0,0,0
DNTTIP1,301,401,294,248,1485,2337,2273,1762
DNTTIP2,1262,1934,1371,890,2846,4261,3072,1445
DOC2A,0,0,0,0,0,2,1,1
DOC2B,0,0,0,0,2,1,0,0
DOC2B_1,0,0,0,0,6,1,1,1
DOC2GP,0,0,3,0,0,0,4,0
DOCK1,0,0,1,0,1,0,2,0
DOCK10,103,76,150,40,706,569,886,659
DOCK11,876,519,517,447,1533,1606,2371,1431
DOCK2,1123,1211,1094,699,2655,2743,5161,2316
DOCK3,4,4,3,1,12,7,29,5
DOCK4,3626,1535,2607,1660,26593,7257,17414,11838
DOCK4-AS1,36,22,20,21,145,45,88,63
DOCK5,6958,6177,5161,3704,8885,17607,20880,11153
DOCK6,28,17,19,6,63,14,96,14
DOCK6-AS1,1,2,1,0,0,0,2,0
DOCK7,11,5,7,1,38,17,62,14
DOCK7-DT,0,0,0,0,0,0,0,0
DOCK8,3689,5723,3222,2155,4792,12120,13450,5844
DOCK8-AS1,15,29,9,10,34,59,62,42
DOCK8-AS2,3,5,0,2,0,10,7,2
DOCK9,67,21,132,24,243,82,642,90
DOCK9-AS1,0,0,0,0,0,0,0,0
DOCK9-DT,2,2,0,1,2,0,10,0
DOHH,8,5,23,5,32,24,42,17
DOK1,626,975,562,374,855,1803,1792,1070
DOK2,80,74,109,42,199,279,419,290
DOK3,4745,6935,4229,3669,20179,27456,24731,14335
DOK4,10,18,10,5,25,7,27,12
DOK5,1,0,0,0,0,0,0,0
DOK6,0,1,2,0,4,0,9,0
DOK7,1,1,0,1,1,3,4,0
DOLK,11,26,37,15,21,17,49,11
DOLPP1,9,7,17,3,18,12,47,9
DONSON,799,932,757,532,53,54,93,38
DOP1A,35,31,58,37,127,60,327,111
DOP1B,202,247,189,200,132,183,281,110
DOT1L,620,727,2124,628,9669,7981,10640,6230
DPAGT1,12,8,20,5,53,24,112,22
DPCD,1,2,0,0,2,2,6,3
DPEP1,0,0,0,0,0,1,3,0
DPEP2,736,1056,647,409,651,1960,2223,862
DPEP2NB,0,0,0,0,0,2,1,3
DPEP3,41,75,34,29,29,151,187,85
DPF1,0,0,0,0,0,0,2,0
DPF2,347,418,319,198,951,1825,2382,1353
DPF3,1,0,1,1,3,0,7,3
DPH1,15,10,42,15,55,26,163,32
DPH2,10,7,42,11,77,24,156,20
DPH3,118,175,111,97,334,305,386,240
DPH5,8,5,19,2,29,14,128,14
DPH5-DT,5,2,11,3,27,10,65,10
DPH6,2,4,6,4,13,9,21,10
DPH6-DT,0,0,0,0,0,0,0,0
DPH7,54,61,86,34,106,88,336,81
DPM1,132,123,138,77,637,604,873,540
DPM2,27,35,40,32,57,73,190,60
DPM3,14,13,17,11,22,30,44,24
DPP10,0,0,0,0,0,0,0,0
DPP10-AS1,0,0,0,0,0,0,0,0
DPP10-AS3,0,0,0,0,0,0,0,0
DPP3,29,23,67,15,77,45,187,52
DPP3-DT,5,1,3,0,3,1,6,2
DPP4,9,3,30,2,77,12,110,10
DPP4-DT,0,1,2,0,0,0,2,0
DPP6,0,1,0,0,0,0,0,0
DPP6_1,0,0,0,0,0,0,0,0
DPP7,144,112,417,179,315,317,697,303
DPP8,224,198,205,167,827,817,1304,852
DPP9,147,154,205,111,536,503,893,482
DPP9-AS1,8,9,8,4,28,27,42,26
DPPA2,0,0,0,0,0,0,0,0
DPPA2P3,0,0,0,0,0,0,0,0
DPPA3,0,0,0,0,0,0,1,0
DPPA4,0,0,1,0,2,0,4,1
DPPA5,0,0,0,0,0,0,0,0
DPRX,0,0,0,0,0,0,0,0
DPRXP4,0,0,0,0,0,0,0,0
DPRXP4_1,0,0,0,0,0,0,0,0
DPT,0,0,1,0,0,0,0,0
DPY19L1,30,35,20,14,52,26,94,29
DPY19L1P1,4,0,3,0,9,1,5,4
DPY19L1P2,0,0,1,0,0,0,0,0
DPY19L2,0,0,2,0,1,0,18,1
DPY19L2P1,0,0,0,0,0,0,0,0
DPY19L2P2,2,0,5,1,4,3,13,3
DPY19L2P2_1,0,0,0,0,0,0,0,0
DPY19L2P3,0,0,1,0,0,0,4,0
DPY19L2P4,0,0,0,0,0,0,0,0
DPY19L3,225,190,106,91,268,204,363,175
DPY19L3-DT,2,1,1,2,3,0,0,1
DPY19L4,1,5,6,0,31,2,78,7
DPY30,28,29,15,18,34,42,69,22
DPYD,135,187,97,122,426,603,619,594
DPYD-AS1,0,1,0,0,0,2,0,1
DPYD-AS2,0,0,0,0,2,1,0,1
DPYS,0,0,0,0,0,0,0,0
DPYSL2,10,13,23,10,18,15,62,10
DPYSL3,1,3,4,5,7,11,4,3
DPYSL4,2,1,8,1,1,2,9,1
DPYSL5,0,0,0,0,0,0,0,0
DQX1,0,0,0,0,0,7,6,1
DR1,340,416,302,207,1396,1716,2172,1408
DRAIC,0,1,0,0,0,0,1,0
DRAM1,257,260,439,187,10169,4117,5550,4715
DRAM2,38,28,55,21,139,115,451,99
DRAP1,394,616,491,277,411,297,714,320
DRAXIN,1,0,3,0,54,32,71,26
DRC1,0,4,1,0,2,4,6,1
DRC3,1,4,4,1,4,11,16,5
DRC7,6,2,1,4,25,11,14,37
