"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diffexp"
"ADGRG5",99.4910123615725,1.32171265251993,0.4375960124945,3.02039464433315,0.00252445517655664,0.0106861237178311,"up"
"ADGRV1",4.26302212210703,3.11031422614068,1.13090717539698,2.75028251107248,0.00595439040136562,0.0224367476298356,"up"
"ADH5",40.8881455862723,0.626203463112099,0.482293626836189,1.29838635277009,0.194154606329553,0.36696833018517,"insignificant"
"ADHFE1",9.97916540866711,1.0854192201994,0.650528510077786,1.66851906316852,0.0952127308683152,0.215867597849113,"insignificant"
"ADI1",32.3022212621702,-1.64351810298724,0.428896818902019,-3.83196617590839,0.000127123219926405,0.00074634254612331,"down"
"ADIPOR1",3840.18843662566,-1.20099780689559,0.326318940688278,-3.68044160833086,0.000232830373601971,0.00129242570368153,"down"
"ADISSP",7.23512174500293,0.269432081704657,0.740755421797587,0.363726101458465,0.716062550338261,0.84165723565092,"insignificant"
"ADK",57.8778396454405,0.209967999708615,0.39781881805844,0.52779805825518,0.597639504998497,0.76031065697645,"insignificant"
"ADM",4291.2743757022,2.65766893856199,0.363303623936372,7.31528331527858,2.56838916951793e-13,6.56998194834041e-12,"up"
"ADM5",1.43315795079993,1.10654397144783,1.36862669816599,0.80850678488929,0.418798901794577,0.615533034238711,"insignificant"
"ADNP",938.363322611259,0.10434941545113,0.209799288100641,0.49737735716755,0.618922969871529,0.775043367572818,"insignificant"
"ADNP2",1070.02117313387,-0.663336422954301,0.31868186017257,-2.08150041108426,0.0373881265113147,0.103472576160427,"insignificant"
"ADNP-AS1",14.2982203924463,0.0842616852068252,0.55122499346033,0.152862599131926,0.878506630775764,0.94023296112626,"insignificant"
"ADO",130.796310116089,-2.21135141496972,0.328363819600263,-6.73445514692127,1.64545350903133e-11,3.32876320336847e-10,"down"
"ADORA2A",136.007547664089,2.77640519004375,0.522966602664478,5.30895314518778,1.10256670109334e-07,1.20930703516091e-06,"up"
"ADORA2A-AS1",318.084436889096,3.48167714244082,0.514889855700646,6.76198434265725,1.36114416896765e-11,2.80493570691655e-10,"up"
