Geneid,RHLPS_1,RHLPS_2,RHLPS_3,RHLPS_4,RH_1,RH_2,RH_3,RH_4
OR2A4,1,0,0,0,0,0,0,0
OR2A42,0,0,0,0,0,0,0,0
OR2A42_1,0,0,0,0,0,0,0,0
OR2A5,0,0,0,0,0,0,0,0
OR2A5_1,0,0,0,0,0,0,0,0
OR2A7,0,0,0,0,0,0,0,0
OR2A7_1,0,0,0,0,0,0,0,0
OR2A9P,0,0,0,0,0,0,0,0
OR2A9P_1,0,0,0,0,0,0,0,0
OR2AE1,1,0,0,0,0,0,0,0
OR2AG1,0,0,0,0,0,0,0,0
OR2AG2,0,0,0,2,0,0,0,1
OR2AJ1,0,0,0,0,0,0,0,0
OR2AK2,0,0,0,0,0,0,0,0
OR2AP1,0,0,0,0,0,0,0,0
OR2AT4,0,0,0,0,0,0,0,0
OR2B11,10,6,2,3,3,11,1,3
OR2B2,1,3,1,1,1,0,5,4
OR2B3,0,0,0,0,0,0,0,0
OR2B3_1,0,0,0,0,0,0,0,0
OR2B3_2,0,0,0,0,0,0,0,0
OR2B3_3,0,0,0,0,0,0,0,0
OR2B3_4,0,0,0,0,0,0,0,0
OR2B3_5,0,0,0,0,0,0,0,0
OR2B3_6,0,0,0,0,0,0,0,0
OR2B3_7,0,0,0,0,0,0,0,0
OR2B6,12,19,12,8,17,18,8,7
OR2B8P,0,0,0,0,0,0,0,0
OR2C1,0,1,0,0,0,0,2,0
OR2C3,0,0,0,0,2,0,0,1
OR2D2,0,0,0,0,0,0,0,0
OR2D3,0,0,0,0,0,0,0,0
OR2F1,0,0,0,0,0,0,0,0
OR2F1_1,0,0,0,0,0,0,0,0
OR2F2,0,0,0,0,0,0,0,0
OR2F2_1,0,0,0,0,0,0,0,0
OR2G2,0,0,0,0,0,0,0,0
OR2G3,0,0,0,0,0,0,0,0
OR2G6,0,0,0,0,0,0,0,0
OR2G6_1,1,0,0,0,1,0,0,0
OR2G6_2,0,0,0,0,0,0,0,0
OR2G6_3,0,0,0,0,0,0,0,0
OR2H1,0,0,0,0,0,0,0,0
OR2H1_1,0,0,0,0,0,0,0,0
OR2H1_2,0,0,0,0,0,0,0,0
OR2H1_3,0,0,0,0,0,0,0,0
OR2H1_4,0,0,0,0,0,0,0,0
OR2H1_5,0,0,0,0,0,0,0,0
OR2H1_6,0,0,0,0,0,0,0,0
OR2H1_7,0,0,0,0,0,0,0,0
OR2H2,0,0,0,0,0,0,0,0
OR2H2_1,0,0,0,0,0,0,0,0
OR2H2_2,0,0,0,0,0,0,0,0
OR2H2_3,0,0,0,0,0,0,0,0
OR2H2_4,0,0,0,0,0,0,0,0
OR2H2_5,0,0,0,0,0,0,0,0
OR2H2_6,0,0,0,0,0,0,0,0
OR2I1P,0,0,0,0,0,0,0,0
OR2I1P_1,0,0,0,0,0,0,0,0
OR2I1P_2,0,0,0,0,0,0,0,0
OR2I1P_3,0,0,0,0,0,0,0,0
OR2I1P_4,0,0,0,0,0,0,0,0
OR2I1P_5,0,0,0,0,0,0,0,0
OR2I1P_6,0,0,0,0,0,0,0,0
OR2I1P_7,0,0,0,0,0,0,0,0
OR2J1,0,0,0,0,0,0,0,0
OR2J1_1,0,0,0,0,0,0,0,0
OR2J1_2,0,0,0,0,0,0,0,0
OR2J1_3,0,0,0,0,0,0,0,0
OR2J1_4,0,0,0,0,0,0,0,0
OR2J1_5,0,0,0,0,0,0,0,0
OR2J1_6,0,0,0,0,0,0,0,0
OR2J1_7,0,0,0,0,0,0,0,0
OR2J2,0,0,0,0,0,0,0,0
OR2J2_1,0,0,0,0,0,0,0,0
OR2J2_2,0,0,0,0,0,0,0,0
OR2J2_3,0,0,0,0,0,0,0,0
OR2J2_4,0,0,0,0,0,0,0,0
OR2J2_5,0,0,0,0,0,0,0,0
OR2J2_6,0,0,0,0,0,0,0,0
OR2J2_7,0,0,0,0,0,0,0,0
OR2J3,0,0,0,0,0,0,0,0
OR2J3_1,0,0,0,0,0,0,0,0
OR2J3_2,0,0,0,0,0,0,0,0
OR2J3_3,0,0,0,0,0,0,0,0
OR2J3_4,0,0,0,0,0,0,0,0
OR2J3_5,0,0,0,0,0,0,0,0
OR2J3_6,0,0,0,0,0,0,0,0
OR2J3_7,0,0,0,0,0,0,0,0
OR2K2,0,0,0,0,0,0,0,0
OR2L13,0,0,0,0,0,0,0,0
OR2L1P,0,1,0,0,0,0,0,0
OR2L2,0,0,0,0,0,0,0,0
OR2L3,0,0,0,0,0,0,0,0
OR2L5,0,0,0,0,0,0,0,0
OR2L8,0,0,0,0,0,0,0,0
OR2M1P,0,0,0,0,0,0,0,0
OR2M2,0,0,0,0,0,0,0,0
OR2M3,1,0,0,0,0,0,0,0
OR2M4,0,0,0,0,0,0,0,0
OR2M5,0,0,0,0,0,0,0,0
OR2M7,0,0,0,0,0,0,0,0
OR2S2,0,0,0,0,0,0,0,0
OR2T1,0,0,0,0,0,0,0,0
OR2T1_1,0,0,0,0,0,0,0,0
OR2T1_2,0,0,0,0,0,0,0,0
OR2T1_3,0,0,0,0,0,0,0,0
OR2T10,0,0,0,0,0,0,0,0
OR2T10_1,0,0,0,0,0,0,0,0
OR2T11,0,0,0,0,0,0,0,0
OR2T11_1,0,0,0,0,0,0,0,0
OR2T12,0,0,0,0,0,0,0,0
OR2T2,0,0,0,0,0,0,0,0
OR2T2_1,0,0,0,0,0,0,0,0
OR2T2_2,0,0,0,0,0,0,0,0
OR2T2_3,0,0,0,0,0,0,0,0
OR2T27,0,0,0,0,0,0,0,0
OR2T27_1,0,0,0,0,0,0,0,0
OR2T29,0,0,0,0,0,0,0,0
OR2T29_1,0,0,0,0,0,0,0,0
OR2T3,0,0,0,0,0,0,0,0
OR2T3_1,0,0,0,0,0,0,0,0
OR2T3_2,0,0,0,0,0,0,0,0
OR2T3_3,0,0,0,0,0,0,0,0
OR2T33,0,0,0,0,0,0,0,0
OR2T34,0,0,0,0,0,0,0,0
OR2T34_1,0,0,0,0,0,0,0,0
OR2T35,0,0,0,0,0,0,0,0
OR2T35_1,0,0,0,0,0,0,0,0
OR2T4,0,0,0,0,0,0,0,0
OR2T4_1,0,0,0,0,0,0,0,0
OR2T4_2,0,0,0,0,0,0,0,0
OR2T4_3,0,0,0,0,0,0,0,0
OR2T5,0,0,0,0,0,0,0,0
OR2T5_1,0,0,0,0,0,0,0,0
OR2T5_2,0,0,0,0,0,0,0,0
OR2T5_3,0,0,0,0,0,0,0,0
OR2T6,0,0,0,0,0,0,0,0
OR2T6_1,0,0,0,0,0,0,0,0
OR2T6_2,0,0,0,0,0,0,0,0
OR2T6_3,0,0,0,0,0,0,0,0
OR2T7,0,0,0,0,0,0,0,0
OR2T7_1,0,0,0,0,0,0,0,0
OR2T7_2,0,0,0,0,0,0,0,0
OR2T7_3,0,0,0,0,0,0,0,0
OR2T8,0,0,0,0,0,0,0,0
OR2V1,0,0,0,0,0,0,0,0
OR2V2,0,0,0,0,0,0,0,0
OR2W1,0,0,0,0,0,0,0,0
OR2W1_1,0,0,0,0,0,0,0,0
OR2W1_2,0,0,0,0,0,0,0,0
OR2W1_3,0,0,0,0,0,0,0,0
OR2W1_4,0,0,0,0,0,0,0,0
OR2W1_5,0,0,0,0,0,0,0,0
OR2W1_6,0,0,0,0,0,0,0,0
OR2W1_7,0,0,0,0,0,0,0,0
OR2W1-AS1,0,0,0,0,0,0,0,0
OR2W1-AS1_1,0,0,0,0,0,0,0,0
OR2W1-AS1_2,0,0,0,0,0,0,0,0
OR2W1-AS1_3,0,0,0,0,0,0,0,0
OR2W1-AS1_4,0,0,0,0,0,0,0,0
OR2W1-AS1_5,0,0,0,0,0,0,0,0
OR2W1-AS1_6,0,0,0,0,0,0,0,0
OR2W3,0,0,0,0,0,0,0,0
OR2W5P,0,0,0,0,0,0,1,0
OR2Y1,0,0,0,0,0,0,0,0
OR2Z1,0,0,0,0,0,0,0,0
OR3A1,0,0,0,0,0,0,0,0
OR3A2,0,0,0,0,0,0,4,0
OR3A3,0,0,0,0,0,0,0,0
OR3A4P,0,0,0,0,0,0,0,0
OR4A15,0,0,0,0,0,0,0,0
OR4A16,0,0,0,0,0,0,0,0
OR4A47,0,0,0,0,0,0,0,0
OR4A5,0,0,0,0,0,0,0,0
OR4B1,0,0,0,0,0,0,0,0
OR4C11,0,0,0,0,0,0,0,0
OR4C12,0,0,0,0,0,0,0,0
OR4C12_1,0,0,0,0,0,0,0,0
OR4C13,0,0,0,0,0,0,0,0
OR4C15,0,0,0,0,0,0,0,0
OR4C16,0,0,0,0,0,0,0,0
OR4C3,0,0,0,0,0,0,0,0
OR4C45,0,0,0,0,0,0,0,0
OR4C45_1,0,0,0,0,0,0,0,0
OR4C46,0,0,0,0,0,0,0,0
OR4C5,0,0,0,0,0,0,0,0
OR4C6,0,0,0,0,0,0,0,0
OR4D1,0,0,1,0,0,0,1,0
OR4D10,0,0,0,0,0,0,0,0
OR4D11,0,0,0,0,0,0,0,0
OR4D2,0,0,0,0,0,0,0,0
OR4D5,0,0,0,0,0,0,0,0
OR4D6,0,0,0,0,0,0,0,0
OR4D9,0,0,0,0,0,0,0,0
OR4E1,0,0,0,0,0,0,0,0
OR4E2,0,0,0,0,0,0,0,0
OR4F13P,0,0,0,0,0,0,0,0
OR4F15,0,0,0,0,0,0,0,0
OR4F16,0,0,0,0,0,0,0,0
OR4F17,0,0,0,0,0,0,0,0
OR4F21,0,0,0,0,0,0,0,0
OR4F29,0,0,0,0,0,0,0,0
OR4F3,0,0,1,0,0,0,0,0
OR4F5,0,0,0,0,0,0,0,0
OR4F6,0,0,0,0,0,0,0,0
OR4K1,0,0,0,0,0,0,0,0
OR4K1_1,0,0,0,0,0,0,0,0
OR4K13,0,0,0,0,0,0,0,0
OR4K13_1,0,0,0,0,0,0,0,0
OR4K14,0,0,0,0,0,0,0,0
OR4K14_1,0,0,0,0,0,0,0,0
OR4K15,0,0,0,0,0,0,0,0
OR4K15_1,0,0,0,0,0,0,0,0
OR4K17,0,0,0,0,0,0,0,0
OR4K17_1,0,0,0,0,0,0,0,0
OR4K2,0,0,0,0,0,0,0,0
OR4K2_1,0,0,0,0,0,0,0,0
OR4K3,0,0,0,0,0,0,0,0
OR4K3_1,0,0,0,0,0,0,0,0
OR4K5,0,0,0,0,0,0,0,0
OR4K5_1,0,0,0,0,0,0,0,0
OR4L1,0,0,0,0,0,0,0,0
OR4L1_1,0,0,0,0,0,0,0,0
OR4M1,0,0,0,0,0,0,0,0
OR4M2,0,0,0,0,0,0,0,0
OR4M2_1,0,0,0,0,0,0,0,0
OR4M2B,0,0,0,0,0,0,0,0
OR4M2B_1,0,0,0,0,0,0,0,0
OR4M2B_2,0,0,0,0,0,0,0,0
OR4M2-OT1,0,0,0,0,0,0,0,0
OR4M2-OT1_1,0,0,0,0,0,0,0,0
OR4N2,0,0,0,0,0,0,0,0
OR4N2_1,0,0,0,0,0,0,0,0
OR4N3P,0,0,0,0,0,0,0,0
OR4N3P_1,0,0,0,0,0,0,0,0
OR4N4,0,0,0,0,0,0,0,0
OR4N4_1,0,0,0,0,0,0,0,0
OR4N4C,0,0,0,0,0,0,0,0
OR4N4C_1,0,0,0,0,0,0,0,0
OR4N5,0,0,0,0,0,0,0,0
OR4N5_1,0,0,0,0,0,0,0,0
OR4P4,0,0,0,0,0,0,0,0
OR4Q2,0,0,0,0,0,0,0,0
OR4Q2_1,0,0,0,0,0,0,0,0
OR4Q3,0,0,0,0,0,0,0,0
OR4S1,0,0,0,0,0,0,0,0
OR4S2,0,0,0,0,0,0,0,0
OR4X1,0,0,0,0,0,0,0,0
OR4X2,0,0,0,0,0,0,0,0
OR51A2,0,0,0,0,0,0,0,0
OR51A4,0,0,0,0,0,0,0,0
OR51A7,0,0,0,0,0,0,0,0
OR51B2,0,0,0,0,0,0,0,0
OR51B4,0,0,0,0,0,0,0,0
OR51B5,1,0,0,0,0,0,0,0
OR51B6,0,0,0,0,0,0,0,0
OR51C1P,0,0,0,0,0,0,0,0
OR51D1,0,0,0,0,0,0,0,0
OR51E1,0,0,0,0,0,0,0,0
OR51E2,0,0,0,1,0,0,0,0
OR51F1,0,0,0,0,1,1,0,0
OR51F2,0,0,0,0,0,0,0,0
OR51G1,0,0,0,0,0,0,0,0
OR51G2,0,0,0,0,0,0,0,0
OR51H1,1,0,0,0,0,0,0,0
OR51I1,0,0,0,0,0,0,0,0
OR51I2,0,0,0,0,0,0,0,0
OR51L1,0,0,0,0,0,0,0,0
OR51L1_1,0,0,0,0,0,0,0,0
OR51M1,0,0,0,0,0,0,0,0
OR51Q1,0,0,0,0,0,0,0,0
OR51S1,0,0,0,0,0,0,0,0
OR51T1,0,0,0,0,0,0,0,0
OR51V1,0,0,0,0,0,0,0,0
OR52A1,0,0,0,0,0,0,0,0
OR52A5,0,0,0,0,0,0,0,0
OR52B2,0,0,0,0,0,0,0,0
OR52B4,0,0,0,0,0,0,1,0
OR52B6,0,0,0,0,0,0,0,0
OR52D1,0,0,0,0,0,0,0,0
OR52E1,0,0,0,0,0,0,0,0
OR52E1_1,0,0,0,0,0,0,0,0
OR52E2,0,0,0,0,0,0,0,0
OR52E2_1,0,0,0,0,0,0,0,0
OR52E4,0,0,0,0,0,0,0,0
OR52E5,0,0,0,0,0,0,0,0
OR52E6,0,0,0,0,0,0,0,0
OR52E8,0,0,0,0,0,0,0,0
OR52H1,0,0,0,0,0,0,0,0
OR52I1,0,0,0,0,0,0,0,0
OR52I2,0,0,0,0,0,0,0,0
OR52J3,0,0,0,0,0,0,0,0
OR52J3_1,0,0,0,0,0,0,0,0
OR52K1,0,0,2,0,6,7,0,2
OR52K2,3,1,1,1,0,4,2,0
OR52L1,0,0,0,0,0,0,0,0
OR52M1,0,0,0,0,0,0,0,0
OR52N1,0,0,0,0,0,0,0,0
OR52N2,0,0,0,0,0,0,1,0
OR52N4,1,0,0,0,0,1,1,0
OR52N5,0,0,0,0,0,0,0,0
OR52P1,0,0,0,0,0,0,0,0
OR52R1,0,0,0,0,0,0,0,0
OR52W1,0,0,0,0,0,0,0,0
OR52Z1P,0,0,0,0,0,0,0,0
OR56A1,0,0,0,0,0,0,0,0
OR56A3,0,0,1,0,0,0,0,0
OR56A4,0,0,0,0,0,0,0,0
OR56A5,0,0,0,0,0,0,0,0
OR56B1,0,0,0,0,0,0,0,0
OR56B2P,0,0,0,0,0,0,0,0
OR56B4,0,0,1,0,0,1,0,0
OR5A1,0,0,0,0,0,2,0,0
OR5A2,0,1,0,0,0,0,0,0
OR5AC2,0,0,0,0,0,0,0,0
OR5AK2,0,0,0,0,0,0,0,0
OR5AK4P,0,0,0,0,0,0,0,0
OR5AL1,0,0,0,0,0,0,0,0
OR5AL1_1,0,0,0,0,0,0,0,0
OR5AN1,0,0,0,0,1,0,0,1
OR5AP2,0,0,0,0,0,0,0,0
OR5AR1,0,0,0,0,0,0,0,0
OR5AS1,0,0,0,0,0,0,0,0
OR5AU1,0,0,0,0,0,0,0,0
OR5B12,0,0,0,0,0,0,0,0
OR5B17,0,0,0,0,0,0,0,0
OR5B2,0,0,1,1,0,0,0,0
OR5B21,0,0,0,0,0,0,0,0
OR5B3,0,0,0,0,0,0,0,0
OR5BS1P,0,0,0,0,0,0,0,0
OR5C1,0,1,1,0,0,1,0,0
OR5D13,0,0,0,0,0,0,0,0
OR5D14,0,0,0,0,0,0,0,0
OR5D16,0,0,0,0,0,0,0,0
OR5D18,0,0,0,0,0,0,0,0
OR5D3P,0,0,0,0,0,0,0,0
OR5E1P,0,0,0,0,0,0,0,0
OR5E1P_1,0,0,0,0,0,0,0,0
OR5E1P_2,0,0,0,0,0,0,0,0
OR5F1,0,0,0,0,0,0,0,0
OR5H1,0,0,0,1,1,0,0,0
OR5H14,0,0,0,0,0,0,0,0
OR5H15,0,0,0,0,0,0,0,0
OR5H2,0,0,0,0,0,0,0,0
OR5H6,0,0,0,0,0,0,0,0
OR5I1,0,0,0,0,0,0,0,0
OR5J2,0,0,0,0,0,0,0,0
OR5K1,0,0,0,0,0,0,0,0
OR5K2,1,0,0,0,1,0,1,0
OR5K3,0,0,0,0,0,0,0,0
OR5K4,0,0,0,0,0,0,0,0
OR5L1,0,0,0,0,0,0,0,0
OR5L2,0,0,0,0,0,0,0,0
OR5M1,0,0,0,1,0,0,0,0
OR5M10,0,0,0,0,0,0,0,0
OR5M11,0,0,0,0,0,0,0,0
OR5M3,0,0,0,0,0,0,0,0
OR5M3_1,0,0,0,0,0,0,0,0
OR5M8,0,0,0,0,0,0,0,0
OR5M8_1,0,0,0,0,0,0,0,0
OR5M9,0,0,0,0,0,0,0,0
OR5M9_1,0,0,0,0,0,0,0,0
OR5P2,0,0,0,0,0,0,0,0
OR5P2_1,0,0,0,0,0,0,0,0
OR5P2_2,0,0,0,0,0,0,0,0
OR5P3,0,0,0,0,0,0,0,0
OR5P3_1,0,0,0,0,0,0,0,0
OR5P3_2,0,0,0,0,0,0,0,0
OR5T1,0,0,0,0,0,0,0,0
OR5T1_1,0,0,0,0,0,0,0,0
OR5T1_2,0,0,0,0,0,0,0,0
OR5T2,0,0,0,0,0,0,0,0
OR5T2_1,0,0,0,0,0,0,0,0
OR5T2_2,0,0,0,0,0,0,0,0
OR5T3,0,0,0,0,0,0,0,0
OR5T3_1,0,0,0,0,0,0,0,0
OR5T3_2,0,0,0,0,0,0,0,0
OR5V1,0,0,0,0,0,0,0,0
OR5V1_1,0,0,0,0,0,0,0,0
OR5V1_2,0,0,0,0,0,0,0,0
OR5V1_3,0,0,0,0,0,0,0,0
OR5V1_4,0,0,0,0,0,0,0,0
OR5W2,0,0,0,0,0,0,0,0
OR6A2,0,0,0,0,0,0,0,0
OR6B1,0,0,0,0,0,0,0,0
OR6B1_1,0,0,0,0,0,0,0,0
OR6B2,0,0,0,0,0,0,0,0
OR6B3,0,0,0,0,0,0,0,0
OR6C1,0,0,0,0,0,0,0,0
OR6C2,0,0,0,0,0,0,0,0
OR6C3,0,0,0,0,0,0,0,0
OR6C4,0,0,0,0,0,1,0,0
OR6C6,0,0,0,0,0,0,0,0
OR6C65,0,0,0,0,0,0,0,0
OR6C68,0,0,0,0,0,0,0,0
OR6C70,0,0,0,0,0,0,0,0
OR6C74,0,0,0,0,0,0,0,0
OR6C75,0,0,0,0,0,0,0,0
OR6C76,0,0,0,0,0,0,0,0
OR6F1,0,0,0,0,0,0,1,0
OR6J1,0,0,0,0,0,0,0,0
OR6K2,0,0,0,0,0,0,0,0
OR6K3,0,0,0,0,0,0,0,0
OR6K6,0,0,0,0,0,1,0,0
OR6M1,0,0,0,0,0,0,0,0
OR6N1,2,1,0,1,1,1,0,2
OR6N2,0,1,0,0,0,0,0,0
OR6P1,0,0,0,0,0,0,0,0
OR6Q1,1,0,0,0,0,0,0,0
OR6S1,0,0,0,0,0,0,0,0
OR6T1,0,0,0,0,0,0,0,0
OR6V1,0,0,0,0,0,0,0,0
OR6V1_1,0,0,0,0,0,0,0,0
OR6W1P,0,0,0,0,0,0,0,0
OR6W1P_1,0,0,0,0,0,0,0,0
OR6X1,0,0,0,0,0,0,0,0
OR6Y1,0,0,0,0,1,0,0,1
OR7A10,0,0,0,0,0,0,0,0
OR7A17,0,0,0,0,0,0,0,0
OR7A5,0,0,0,0,0,0,0,0
OR7C1,0,0,1,0,0,0,0,0
OR7C2,0,0,0,0,0,0,0,0
OR7D2,0,4,1,0,0,3,0,0
OR7D4,0,0,0,0,0,0,0,0
OR7E12P,0,0,0,0,0,0,0,0
OR7E14P,0,0,0,0,0,0,0,0
OR7E156P,0,0,0,0,0,0,0,0
OR7E24,0,0,0,0,0,0,0,0
OR7E2P,0,0,0,0,0,0,0,0
OR7E37P,0,0,1,0,0,0,0,0
OR7E47P,0,0,0,0,0,0,0,0
OR7E5P,0,0,0,0,0,0,0,0
OR7E91P,0,0,0,0,0,0,0,0
OR7G1,0,0,0,0,0,0,0,0
OR7G2,0,0,0,0,0,0,0,0
OR7G3,0,0,0,0,0,0,0,0
OR8A1,0,0,0,0,0,0,0,0
OR8B12,0,0,0,0,0,0,0,0
OR8B2,0,0,0,0,0,0,0,0
OR8B3,0,0,0,0,0,0,0,0
OR8B4,0,0,0,0,0,0,0,0
OR8B8,0,0,0,0,0,0,0,0
OR8D1,0,0,0,0,1,0,0,0
OR8D2,0,0,0,0,0,0,0,0
OR8D4,0,0,0,0,0,0,0,0
OR8G1,0,0,0,0,0,0,0,0
OR8G2P,0,0,0,0,0,0,0,0
OR8G3P,0,0,0,0,0,0,0,0
OR8G5,0,0,0,0,0,0,0,0
OR8H1,0,0,0,0,0,0,0,0
OR8H1_1,0,0,0,0,0,0,0,0
OR8H1_2,0,0,0,0,0,0,0,0
OR8H2,0,0,0,0,0,0,0,0
OR8H3,0,0,0,0,0,0,0,0
OR8I2,0,0,0,0,0,0,0,0
OR8J1,0,0,0,0,0,0,0,0
OR8J1_1,0,0,0,0,0,0,0,0
OR8J1_2,0,0,0,0,0,0,0,0
OR8J2,0,0,0,0,0,0,0,0
OR8J2_1,0,0,0,0,0,0,0,0
OR8J2_2,0,0,0,0,0,0,0,0
OR8J3,0,0,0,0,0,0,0,0
OR8K1,0,0,0,0,0,0,0,0
OR8K1_1,0,0,0,0,0,0,0,0
OR8K1_2,0,0,0,0,0,0,0,0
OR8K3,0,0,0,0,0,0,0,0
OR8K3_1,0,0,0,0,0,0,0,0
OR8K3_2,0,0,0,0,0,0,0,0
OR8K5,0,0,0,0,0,0,0,0
OR8S1,0,0,0,0,0,0,0,0
OR8U1,0,0,0,0,0,0,0,0
OR8U1_1,0,0,0,0,0,0,0,0
OR8U3,0,0,0,0,0,0,0,0
OR8U3_1,0,0,0,0,0,0,0,0
OR8U8,0,0,0,0,0,0,0,0
OR8U9,0,0,0,0,0,0,0,0
OR9A2,0,0,0,0,0,0,0,0
OR9A2_1,0,0,0,0,0,0,0,0
OR9A4,0,0,0,0,0,1,0,0
OR9G1,0,0,0,0,0,0,0,0
OR9G1_1,0,0,0,0,0,0,0,0
OR9G4,0,0,0,0,0,0,0,0
OR9G4_1,0,0,0,0,0,0,0,0
OR9G9,0,0,0,0,0,0,0,0
OR9H1P,0,0,0,0,0,0,0,0
OR9I1,0,0,0,0,0,0,0,0
OR9K2,0,0,0,0,0,0,0,0
OR9Q1,0,0,0,0,1,0,0,0
OR9Q2,0,0,0,0,0,0,0,0
ORAI1,0,0,0,1,0,0,0,0
ORAI1_1,4,2,1,2,2,3,5,0
ORAI2,2413,2165,1503,1083,2747,3498,2217,1628
ORAI3,365,427,201,140,248,354,202,169
ORC1,834,743,409,401,615,679,548,419
ORC2,79,49,65,30,63,35,63,32
ORC3,91,53,40,46,28,31,39,16
ORC4,65,57,40,34,80,88,56,38
ORC5,7,6,11,3,10,5,4,5
ORC6,22,18,7,7,56,54,17,18
ORM1,503,585,398,519,7,38,68,16
ORM2,0,0,0,0,0,0,1,0
ORMDL1,163,106,124,61,165,162,158,76
ORMDL2,110,172,75,60,96,204,128,78
ORMDL3,83,74,88,44,73,87,124,46
OS9,2849,2898,1616,1311,2131,3082,2022,1317
OSBP,970,770,612,424,300,437,446,223
OSBP2,3,0,3,2,2,1,2,0
OSBPL10,3,1,1,1,0,1,1,0
OSBPL10-AS1,0,0,0,0,0,0,0,0
OSBPL11,632,546,335,256,502,476,376,303
OSBPL1A,24,16,7,7,35,64,21,20
OSBPL2,1260,1491,720,706,927,1323,838,707
OSBPL3,40,10,37,14,13,5,46,11
OSBPL5,7,8,23,5,10,9,29,3
OSBPL6,0,2,1,2,1,4,0,5
OSBPL7,52,7,67,30,21,17,63,26
OSBPL8,1687,1091,688,522,977,669,784,508
OSBPL9,541,451,329,264,425,462,344,226
OSCAR,8,13,13,10,4,17,12,9
OSCAR_1,0,0,0,0,0,0,0,0
OSCAR_2,0,0,0,0,0,0,0,0
OSCAR_3,0,0,0,0,0,0,0,0
OSCAR_4,0,0,0,0,0,0,0,0
OSCAR_5,0,0,0,0,0,0,0,0
OSCAR_6,0,0,0,0,0,0,0,0
OSCAR_7,0,0,0,0,0,0,0,0
OSCAR_8,0,0,0,0,0,0,0,0
OSCAR_9,0,0,0,0,0,0,0,0
OSCP1,3,3,1,3,3,2,4,1
OSER1,5024,4880,2710,2601,2850,3474,2725,2169
OSER1-DT,69,99,62,35,49,85,83,43
OSGEP,4,1,0,0,0,0,1,0
OSGEP_1,0,0,0,0,0,0,0,0
OSGEPL1,6,1,8,3,4,1,4,5
OSGEPL1-AS1,0,0,0,0,0,0,0,0
OSGIN1,208,190,118,119,49,96,99,66
OSGIN2,1293,837,449,365,629,475,452,294
OSM,14455,11511,7506,8330,8515,8656,8811,7201
OSMR,9,8,6,4,4,5,4,2
OSMR-DT,0,0,0,0,0,0,0,0
OSR1,2,2,3,1,3,2,2,2
OSR2,0,0,1,0,0,1,0,0
OST4,143,139,108,72,108,129,131,80
OSTC,74,31,42,20,31,17,37,15
OSTCP1,1,0,0,0,0,0,0,0
OSTCP2,0,0,0,0,0,0,1,0
OSTF1,965,1133,472,462,1000,1607,703,668
OSTM1,1408,761,717,526,561,551,754,457
OSTM1-AS1,0,0,0,0,0,0,0,0
OSTN,0,0,0,0,0,0,0,0
OSTN-AS1,0,0,1,0,0,0,2,0
OTC,0,0,0,0,0,0,0,0
OTOA,0,0,2,0,0,0,1,0
OTOA_1,2,2,0,1,0,0,0,1
OTOAP1,0,0,0,0,0,0,0,0
OTOAP1_1,0,0,0,0,0,0,0,0
OTOF,0,0,1,1,1,2,2,0
OTOG,0,0,0,0,0,0,0,0
OTOGL,0,0,0,0,0,0,0,0
OTOL1,0,0,0,0,0,0,0,0
OTOP1,0,0,0,0,0,0,0,0
OTOP2,0,0,0,0,0,0,0,0
OTOP3,0,0,0,0,0,0,0,0
OTOR,0,1,0,0,0,0,0,0
OTOS,0,0,0,0,0,0,0,0
OTP,0,0,0,0,0,0,0,0
OTUB1,528,499,340,248,305,384,351,186
OTUB2,0,0,0,0,0,0,0,0
OTUB2_1,0,0,0,0,0,0,0,0
OTUD1,939,1055,468,416,954,1102,607,457
OTUD3,82,39,39,39,50,29,58,35
OTUD4,507,396,264,311,135,92,193,85
OTUD5,0,0,0,0,0,0,0,0
OTUD5_1,0,3,0,0,1,0,0,0
OTUD6A,0,0,0,0,0,0,0,0
OTUD6B,20,13,9,4,23,13,13,13
OTUD6B-AS1,74,40,36,30,45,38,43,22
OTUD7A,1,0,0,1,1,1,0,0
OTUD7A_1,0,0,0,0,0,0,0,0
OTUD7A_2,0,0,0,0,0,0,0,0
OTUD7B,13,7,20,5,7,8,16,7
OTULIN,968,803,395,392,654,528,468,324
OTULIN-DT,2,3,1,0,3,2,2,0
OTULINL,421,295,190,149,400,275,242,190
OTX1,5,8,9,7,26,23,3,24
OTX2,0,0,0,0,0,0,0,0
OTX2-AS1,0,0,0,0,0,0,0,0
OVAAL,0,0,0,0,0,0,0,0
OVCA2,9,14,7,9,5,10,15,2
OVCH1,2,5,6,1,1,4,4,0
OVCH1-AS1,1,2,3,3,0,0,4,1
OVCH2,0,0,0,0,0,0,0,1
OVGP1,3,4,3,1,1,1,1,0
OVOL1,1,1,0,1,2,0,1,0
OVOL1-AS1,0,0,0,0,0,0,0,0
OVOL2,0,0,0,0,0,1,0,1
OVOL3,1,0,0,0,0,2,0,0
OVOS2,0,0,0,0,0,0,0,0
OVOS2_1,1,0,1,0,0,1,0,0
OXA1L,394,519,307,210,232,255,319,138
OXA1L-DT,1,0,0,0,0,0,0,0
OXCT1,84,57,50,21,60,53,73,50
OXCT1-AS1,0,0,0,0,0,0,0,0
OXCT2,0,0,0,0,1,0,0,0
OXCT2P1,0,0,0,0,0,0,0,0
OXER1,21,51,19,14,73,138,28,54
OXGR1,0,0,0,0,0,1,0,0
